"officialFeatureId";"id";"lavNumber";"name";"type";"result";"score";"distanceM";"nameScore";"groupSize";"winnerMargin";"tier";"reason"
"StandingWater_DESTGEOT00001Zgf";"6-410-17-seemann-bei-loderburg";"6-410-17";"Seemann bei Löderburg";"See";"review";"0.674";"15.9";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00001Zgf";"6-410-20-undank-in-loderburg";"6-410-20";"Undank in Löderburg";"See";"review";"0.674";"15.9";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00001Zgf";"6-411-03-kreuzteich-loderburg";"6-411-03";"Kreuzteich Löderburg";"Teich";"review";"0.674";"15.9";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT0000d0UH";"7-120-15-grube-theodor-bei-roitzsch";"7-120-15";"Grube Theodor bei Roitzsch";"Kiesgrube";"review";"0.000";"546.6";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT0000d0UH";"7-120-55-kragenteich-roitzsch";"7-120-55";"Kragenteich Roitzsch";"Teich";"review";"0.000";"546.6";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT0000fCkn";"7-120-16-burgermeisterteich-jenitz";"7-120-16";"Bürgermeisterteich Jeßnitz";"Teich";"review";"0.000";"672.6";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT0000fCkn";"7-120-17-lober-bei-jenitz";"7-120-17";"Lober bei Jeßnitz";"See";"review";"0.000";"672.6";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004Ima";"7-120-53-teich-am-park-schrenz";"7-120-53";"Teich am Park Schrenz";"Teich";"review";"0.000";"805.7";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004Ima";"7-120-54-teich-am-etp-schrenz";"7-120-54";"Teich am ETP Schrenz";"Teich";"review";"0.000";"805.7";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004Ima";"7-273-11-fuhne-von-einmundung-der-riede";"7-273-11";"Fuhne von Einmündung der Riede";"See";"review";"0.000";"805.7";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004NNX";"7-272-02-nachthainichte-bei-aken";"7-272-02";"Nachthainichte bei Aken";"See";"review";"0.664";"19.5";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004NNX";"7-272-03-groe-kabel-langes-loch-bei-aken";"7-272-03";"Große Kabel (Langes Loch) bei Aken";"See";"review";"0.664";"19.5";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004NNX";"7-272-04-kleine-kabel-bei-aken";"7-272-04";"Kleine Kabel bei Aken";"See";"review";"0.664";"19.5";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100bPIM";"7-273-05-karoline-bei-piethen-boote-ohne-motor";"7-273-05";"Karoline bei Piethen - Boote ohne Motor";"See";"review";"0.092";"218.0";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100bPIM";"7-273-06-sohl-bei-piethen";"7-273-06";"Sohl bei Piethen";"See";"review";"0.092";"218.0";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100bPIM";"7-273-10-schachtteich-bei-piethen";"7-273-10";"Schachtteich bei Piethen";"Teich";"review";"0.092";"218.0";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00002SlQ";"7-273-17-dorfteich-reinsdorf";"7-273-17";"Dorfteich Reinsdorf";"Teich";"review";"0.000";"283.6";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00002SlQ";"7-273-24-gutsteich-gorzig";"7-273-24";"Gutsteich Görzig";"Teich";"review";"0.000";"283.6";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00002Wo6";"7-275-08-drei-locher-in-micheln";"7-275-08";"Drei Löcher in Micheln";"See";"review";"0.595";"43.4";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00002Wo6";"7-275-10-sonntalteich-bei-micheln";"7-275-10";"Sonntalteich bei Micheln";"Teich";"review";"0.595";"43.4";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100guLT";"8-180-04-strohwalder-teich-grafenhainichen";"8-180-04";"Strohwalder Teich Gräfenhainichen";"Teich";"review";"0.000";"501.6";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100guLT";"8-180-05-affenteich-grafenhainichen";"8-180-05";"Affenteich Gräfenhainichen";"Teich";"review";"0.000";"501.6";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100guLT";"8-180-06-buchholzteich-grafenhainichen";"8-180-06";"Buchholzteich Gräfenhainichen";"Teich";"review";"0.000";"501.6";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00005Aua";"8-181-07-unterer-dorfteich-sollichau";"8-181-07";"Unterer Dorfteich Söllichau";"Teich";"review";"0.000";"322.0";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00005Aua";"8-181-09-ganseteich-in-sollichau";"8-181-09";"Gänseteich in Söllichau";"Teich";"review";"0.000";"322.0";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00005Aua";"8-181-12-schleifbach-bei-sollichau";"8-181-12";"Schleifbach bei Söllichau";"See";"review";"0.000";"322.0";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"Watercourse_DESTGEOT0000cmof_lin";"8-183-06-alter-graben-worlitz";"8-183-06";"Alter Graben Wörlitz";"Fließgewässer";"review";"0.719";"0.2";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"Watercourse_DESTGEOT0000cmof_lin";"8-183-07-am-fliegraben-diestelsee-bei-worlitz";"8-183-07";"Am Fließgraben-Diestelsee bei Wörlitz";"Fließgewässer";"review";"0.719";"0.2";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"Watercourse_DESTGEOT0000cmof_lin";"8-183-08-fuhrtgraben-bei-worlitz";"8-183-08";"Fuhrtgraben bei Wörlitz";"Fließgewässer";"review";"0.719";"0.2";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100gxex";"8-183-10-groe-brage-bei-worlitz";"8-183-10";"Große Bräge bei Wörlitz";"See";"review";"0.000";"471.4";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100gxex";"8-183-17-4-wallstiche-an-den-mittelholzern";"8-183-17";"4 Wallstiche an den Mittelhölzern";"See";"review";"0.000";"471.4";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT0000exyd";"8-250-05-saulug-bei-jessen";"8-250-05";"Saulug bei Jessen";"See";"review";"0.605";"40.1";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT0000exyd";"8-250-07-neuer-arm-in-jessen";"8-250-07";"Neuer Arm in Jessen";"See";"review";"0.605";"40.1";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00005Nbp";"8-460-10-fleischerwerder-bei-dabrun";"8-460-10";"Fleischerwerder bei Dabrun";"See";"review";"0.701";"6.7";"0.000";"4";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 4 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00005Nbp";"8-460-28-kleiner-ri-bei-dabrun-schleienloch";"8-460-28";"Kleiner Riß bei Dabrun (Schleienloch)";"See";"review";"0.701";"6.7";"0.000";"4";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 4 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00005Nbp";"8-460-37-sandekolk-bei-dabrun";"8-460-37";"Sandekolk bei Dabrun";"See";"review";"0.701";"6.7";"0.000";"4";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 4 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00005Nbp";"8-460-58-wilde-kolke-i-bei-dabrun-melzwig";"8-460-58";"Wilde Kölke I bei Dabrun/Melzwig";"See";"review";"0.701";"6.7";"0.000";"4";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 4 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100eNRl";"8-460-14-teich-bleddin";"8-460-14";"Teich Bleddin";"Teich";"review";"0.702";"6.4";"0.000";"4";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 4 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100eNRl";"8-460-15-schluft-bei-bleddin";"8-460-15";"Schluft bei Bleddin";"See";"review";"0.702";"6.4";"0.000";"4";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 4 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100eNRl";"8-460-17-sandkolk-bleddin";"8-460-17";"Sandkolk Bleddin";"See";"review";"0.702";"6.4";"0.000";"4";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 4 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR100eNRl";"8-460-59-tiefes-loch-bleddin";"8-460-59";"Tiefes Loch Bleddin";"See";"review";"0.702";"6.4";"0.000";"4";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 4 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT000025EF";"9-150-05-ottilienteich-bei-roblingen";"9-150-05";"Ottilienteich bei Röblingen";"Teich";"review";"0.000";"795.8";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT000025EF";"9-150-18-tonloch-lauraberg-roblingen";"9-150-18";"Tonloch Lauraberg Röblingen";"See";"review";"0.000";"795.8";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00001U3B";"9-230-08-schaferteich-sylda";"9-230-08";"Schäferteich Sylda";"Teich";"review";"0.507";"73.9";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00001U3B";"9-230-09-dorfteich-sylda";"9-230-09";"Dorfteich Sylda";"Teich";"review";"0.507";"73.9";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00001U3B";"9-230-13-huttenteich-sylda";"9-230-13";"Hüttenteich Sylda";"Teich";"review";"0.507";"73.9";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004Gvn";"10-210-03-friedrichsbad-in-zwintschona";"10-210-03";"Friedrichsbad in Zwintschöna";"See";"review";"0.528";"66.5";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004Gvn";"10-210-04-dorfteich-in-zwintschona";"10-210-04";"Dorfteich in Zwintschöna";"Teich";"review";"0.528";"66.5";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004Gvn";"10-210-05-muhlteich-in-zwintschona";"10-210-05";"Mühlteich in Zwintschöna";"Teich";"review";"0.528";"66.5";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004vk8";"10-290-10-kleines-kohlenloch-bei-tollwitz";"10-290-10";"Kleines Kohlenloch bei Tollwitz";"See";"review";"0.692";"9.8";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004vk8";"10-290-11-pfutze-bei-tollwitz";"10-290-11";"Pfütze bei Tollwitz";"See";"review";"0.692";"9.8";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004vk8";"10-290-50-staubecken-tollwitz";"10-290-50";"Staubecken Tollwitz";"See";"review";"0.692";"9.8";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"Watercourse_DESTGEOT00004yBh_pol";"10-290-14-saale-im-altkreis-merseburg";"10-290-14";"Saale im Altkreis Merseburg";"Fließgewässer";"review";"0.719";"0.3";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"Watercourse_DESTGEOT00004yBh_pol";"10-290-25-umgehungskanal-merseburg";"10-290-25";"Umgehungskanal Merseburg";"Fließgewässer";"review";"0.719";"0.3";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004y4S";"10-290-18-hirtenteich-in-zweimen";"10-290-18";"Hirtenteich in Zweimen";"Teich";"review";"0.235";"168.4";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004y4S";"10-290-34-spitzteich-zweimen";"10-290-34";"Spitzteich Zweimen";"Teich";"review";"0.235";"168.4";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004y4S";"10-290-46-teich-in-gohren";"10-290-46";"Teich in Göhren";"Teich";"review";"0.235";"168.4";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004y4I";"10-290-53-kiessee-1-wallendorf";"10-290-53";"Kiessee 1 Wallendorf";"Kiesgrube";"review";"0.599";"41.9";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004y4I";"10-290-55-kiessee-2-wallendorf";"10-290-55";"Kiessee 2 Wallendorf";"Kiesgrube";"review";"0.599";"41.9";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT000007mh";"10-353-02-langer-teich-in-landgrafroda";"10-353-02";"Langer Teich in Landgrafroda";"Teich";"review";"0.683";"12.9";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT000007mh";"10-353-05-backerteich-landgrafroda";"10-353-05";"Bäckerteich Landgrafroda";"Teich";"review";"0.683";"12.9";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR1008dzl";"10-370-04-schmiedern-am-gutzer-berg";"10-370-04";"Schmiedern am Gützer Berg";"See";"review";"0.000";"385.5";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOTR1008dzl";"10-370-06-steinbruche-am-spitzberg-bei-landsberg-b-bl-k-pl-ro-0-85";"10-370-06";"Steinbrüche am Spitzberg bei Landsberg B, Bl, K, Pl, Ro 0,85";"See";"review";"0.000";"385.5";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00002QqZ";"10-370-18-gewasser-an-der-seilbahn-i";"10-370-18";"Gewässer an der Seilbahn I";"See";"review";"0.604";"40.4";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00002QqZ";"10-370-25-tonloch-morl";"10-370-25";"Tonloch Morl";"See";"review";"0.604";"40.4";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00002QqZ";"10-370-33-seilbahn-iii-u-ii-bei-morl";"10-370-33";"Seilbahn III u. II bei Morl";"See";"review";"0.604";"40.4";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004r3e";"11-241-02-mondsee-pirkau-bei-hohenmolsen";"11-241-02";"Mondsee Pirkau bei Hohenmölsen";"See";"review";"0.000";"401.1";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00004r3e";"11-241-04-eisensee-bei-hohenmolsen";"11-241-04";"Eisensee bei Hohenmölsen";"See";"review";"0.000";"401.1";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00002KP4";"11-482-01-hainbergsee-sachsen-anhalt-bereich-a-b-h-k-s-z-6-30";"11-482-01";"Hainbergsee (Sachsen-Anhalt-Bereich) A, B, H, K, S, Z 6,30";"See";"review";"0.000";"449.1";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00002KP4";"13-280-07-neustadter-see-ii-schonstrecke-beachten-a-b-bl-h-k-pl-s-28-00";"13-280-07";"Neustädter See II, Schonstrecke beachten A, B, Bl, H, K, Pl, S 28,00";"See";"review";"0.000";"449.1";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT0000cnvd";"12-140-08-peisker-an-der-strae-zum-ot-rolau";"12-140-08";"Peisker an der Straße zum OT Roßlau";"See";"review";"0.000";"825.7";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT0000cnvd";"12-140-09-fahrsee-an-der-strae-zum-ot-rolau";"12-140-09";"Fährsee an der Straße zum OT Roßlau";"See";"review";"0.000";"825.7";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT0000cnvd";"12-360-02-karpfenteich-biethe-im-ot-rolau";"12-360-02";"Karpfenteich Biethe im OT Roßlau";"Teich";"review";"0.000";"825.7";"0.000";"3";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 3 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00002hHV";"13-280-13-else-kolke-bei-zipkeleben";"13-280-13";"Else-Kolke bei Zipkeleben";"See";"review";"0.571";"51.8";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"StandingWater_DESTGEOT00002hHV";"13-280-32-siel-zipkeleben";"13-280-32";"Siel Zipkeleben";"See";"review";"0.571";"51.8";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"Watercourse_DESTGEOTR1007HVE_pol";"13-280-18-alte-elbe-kreuzhorst";"13-280-18";"Alte Elbe Kreuzhorst";"Fließgewässer";"review";"0.685";"12.3";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
"Watercourse_DESTGEOTR1007HVE_pol";"13-400-05-gelbes-loch-bei-randau";"13-400-05";"Gelbes Loch bei Randau";"Fließgewässer";"review";"0.685";"12.3";"0.000";"2";"0.000";"v8-conflict-review";"Mehrfachbelegung mit 2 LAV-Einträgen; kein ausreichend klarer automatischer Gewinner für diesen Eintrag."
