"officialFeatureId";"id";"lavNumber";"name";"type";"result";"tier";"distanceM";"nameScore";"candidateCount";"gapM";"featureUseCount";"groupMargin";"reason"
"StandingWater_DESTGEOT00002KP2";"6-100-02-tonkuhle-badetonkuhle-in-aschersleben-a-h-k-pl-ro-s-0-30";"6-100-02";"Tonkuhle (Badetonkuhle) in Aschersleben A, H, K, Pl, Ro, S 0,30";"See";"review";"v112-conflict-review";"250.0";"0.000";"4";"564.6";"3";"0.010";"Amtliches Feature wird von 3 v11-Kandidaten beansprucht; kein ausreichend klarer Gewinner."
"StandingWater_DESTGEOT00002KP2";"10-370-03-steinbruch-am-gutzer-berg-bei-landsberg-a-b-h-k-pl-ro-s-3-20";"10-370-03";"Steinbruch am Gützer Berg bei Landsberg A, B, H, K, Pl, Ro, S 3,20";"See";"review";"v112-conflict-review";"254.3";"0.000";"4";"636.8";"3";"0.010";"Amtliches Feature wird von 3 v11-Kandidaten beansprucht; kein ausreichend klarer Gewinner."
"StandingWater_DESTGEOT00002KP2";"8-460-46-alter-bruckenkopf-muschelteich-pratau-b-bl-h-pl-1-24";"8-460-46";"Alter Brückenkopf (Muschelteich) Pratau B, Bl, H, Pl 1,24";"Teich";"review";"v112-conflict-review";"259.9";"0.000";"4";"585.0";"3";"0.010";"Amtliches Feature wird von 3 v11-Kandidaten beansprucht; kein ausreichend klarer Gewinner."
"StandingWater_DESTGEOT00001GLG";"6-100-04-birkenweiher-gatersleben";"6-100-04";"Birkenweiher Gatersleben";"See";"matched";"v112-confirmed";"3.6";"0.000";"3";"155.5";"1";"1.000";"v11.2 bestätigt: amtliches Feature konfliktfrei bzw. klarer Gruppengewinner; Abstand 3.6 m, Score 0.792."
"Watercourse_DESTGEOTR100ffiF_lin";"6-100-07-hauptseegraben-von-einmundung";"6-100-07";"Hauptseegraben von Einmündung";"Fließgewässer";"review";"v112-conflict-review";"315.0";"0.000";"7";"60.9";"3";"0.000";"Amtliches Feature wird von 3 v11-Kandidaten beansprucht; kein ausreichend klarer Gewinner."
"Watercourse_DESTGEOTR100ffiF_lin";"8-183-14-fliegraben-von-straenbrucke";"8-183-14";"Fließgraben von Straßenbrücke";"Fließgewässer";"review";"v112-conflict-review";"315.0";"0.000";"7";"60.9";"3";"0.000";"Amtliches Feature wird von 3 v11-Kandidaten beansprucht; kein ausreichend klarer Gewinner."
"Watercourse_DESTGEOTR100ffiF_lin";"9-150-17-sudlicher-ringkanal-von";"9-150-17";"Südlicher Ringkanal von";"Fließgewässer";"review";"v112-conflict-review";"315.0";"0.000";"7";"60.9";"3";"0.000";"Amtliches Feature wird von 3 v11-Kandidaten beansprucht; kein ausreichend klarer Gewinner."
"StandingWater_DESTGEOT0000d6Pm";"6-110-02-dammloch-beesenlaublingen";"6-110-02";"Dammloch Beesenlaublingen";"See";"review";"v112-review";"648.6";"0.000";"4";"67.6";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"StandingWater_DESTGEOT00002wci";"6-110-05-alter-tagebau-gerlebogk";"6-110-05";"Alter Tagebau Gerlebogk";"Kiesgrube";"review";"v112-review";"16.6";"0.000";"9";"329.4";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"Watercourse_DESTGEOTR100fRZ3_lin";"6-110-13-saalealtarm-aderstedt";"6-110-13";"Saalealtarm Aderstedt";"Fließgewässer";"review";"v112-flow-review";"184.8";"0.000";"35";"23.5";"1";"1.000";"Fließgewässer erfüllt die strengen v11.2-Kriterien nicht."
"StandingWater_DESTGEOTR100g3h5";"6-110-15-groer-wiendorfer-teich";"6-110-15";"Großer Wiendorfer Teich";"Teich";"review";"v112-review";"142.4";"1.000";"8";"163.6";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"StandingWater_DESTGEOT00005J5x";"6-110-25-bebitzer-dorfteich";"6-110-25";"Bebitzer Dorfteich";"Teich";"matched";"v112-confirmed";"12.6";"0.000";"2";"171.5";"1";"1.000";"v11.2 bestätigt: amtliches Feature konfliktfrei bzw. klarer Gruppengewinner; Abstand 12.6 m, Score 0.771."
"Watercourse_DESTGEOT00002yMh_pol";"6-111-05-saalealtarm-nienburg";"6-111-05";"Saalealtarm Nienburg";"Fließgewässer";"review";"v112-flow-review";"345.7";"0.000";"22";"3.1";"1";"1.000";"Fließgewässer erfüllt die strengen v11.2-Kriterien nicht."
"StandingWater_DESTGEOT00002bev";"6-112-01-dorfteich-brundel";"6-112-01";"Dorfteich Bründel";"Teich";"review";"v112-review";"170.4";"0.000";"2";"94.5";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"StandingWater_DESTGEOTR1008QbS";"6-230-01-schloteiche-freckleben";"6-230-01";"Schloßteiche Freckleben";"Teich";"review";"v112-review";"369.1";"0.000";"2";"69.0";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"Watercourse_DESTGEOT00002CKf_lin";"6-400-35-elbealtarm-grunewalde";"6-400-35";"Elbealtarm Grünewalde";"Fließgewässer";"review";"v112-flow-review";"218.4";"0.000";"6";"203.0";"1";"1.000";"Fließgewässer erfüllt die strengen v11.2-Kriterien nicht."
"StandingWater_DESTGEOT00001ZfS";"6-410-18-steinbruch-borne";"6-410-18";"Steinbruch Borne";"See";"review";"v112-review";"397.5";"0.000";"2";"24.0";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"StandingWater_DESTGEOTR100h2TB";"7-120-05-kurr-pouch";"7-120-05";"Kurr Pouch";"See";"review";"v112-review";"191.9";"0.000";"2";"601.6";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"StandingWater_DESTGEOT000050vE";"7-120-10-ehemalige-kiesgrube-sandersdorf";"7-120-10";"ehemalige Kiesgrube Sandersdorf";"Kiesgrube";"review";"v112-review";"64.9";"0.000";"7";"189.0";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"StandingWater_DESTGEOT0000fLj9";"7-120-11-ehemaliges-schwimmbad-raguhn";"7-120-11";"ehemaliges Schwimmbad Raguhn";"See";"review";"v112-review";"266.9";"0.000";"8";"50.9";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"StandingWater_DESTGEOT00004Lig";"7-120-14-leipziger-teich-zorbig";"7-120-14";"Leipziger Teich Zörbig";"Teich";"review";"v112-review";"74.8";"0.250";"3";"100.2";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"Watercourse_DESTGEOT00003q4Q_lin";"7-120-21-mulde-v-landesgr-sachsen-bis-stausee";"7-120-21";"Mulde v. Landesgr. Sachsen bis Stausee,";"Fließgewässer";"review";"v112-flow-review";"107.9";"0.000";"9";"78.8";"1";"1.000";"Fließgewässer erfüllt die strengen v11.2-Kriterien nicht."
"Watercourse_DESTGEOTR10093fa_lin";"7-120-22-mulde-von-ca-750m-oberhalb-wehr";"7-120-22";"Mulde von ca. 750m oberhalb Wehr";"Fließgewässer";"review";"v112-flow-review";"2.3";"0.000";"27";"119.8";"1";"1.000";"Fließgewässer erfüllt die strengen v11.2-Kriterien nicht."
"StandingWater_DESTGEOT0000dvfz";"7-120-26-pappelloch-rosa";"7-120-26";"Pappelloch Rösa";"See";"review";"v112-review";"312.6";"0.000";"4";"100.4";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"StandingWater_DESTGEOT00004YjL";"7-120-29-tagebaurestloch-kockern";"7-120-29";"Tagebaurestloch Köckern";"Kiesgrube";"review";"v112-conflict-review";"747.8";"0.000";"2";"191.9";"2";"0.000";"Amtliches Feature wird von 2 v11-Kandidaten beansprucht; kein ausreichend klarer Gewinner."
"StandingWater_DESTGEOT00004YjL";"7-120-51-dorfteich-kockern";"7-120-51";"Dorfteich Köckern";"Teich";"review";"v112-conflict-review";"747.8";"0.000";"2";"191.9";"2";"0.000";"Amtliches Feature wird von 2 v11-Kandidaten beansprucht; kein ausreichend klarer Gewinner."
"Watercourse_DESTGEOT00005hIG_lin";"7-120-32-luthers-linde-muldenstein";"7-120-32";"Luthers Linde Muldenstein";"Fließgewässer";"review";"v112-flow-review";"33.6";"0.000";"4";"652.1";"1";"1.000";"Fließgewässer erfüllt die strengen v11.2-Kriterien nicht."
"StandingWater_DESTGEOT00005gTf";"7-120-38-geerensee-friedersdorf";"7-120-38";"Geerensee Friedersdorf";"See";"review";"v112-review";"283.5";"0.000";"4";"100.6";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"StandingWater_DESTGEOT000050vN";"7-120-41-waldteich-thalheim";"7-120-41";"Waldteich Thalheim";"Teich";"review";"v112-conflict-review";"140.7";"0.000";"4";"483.8";"2";"0.000";"Amtliches Feature wird von 2 v11-Kandidaten beansprucht; kein ausreichend klarer Gewinner."
"StandingWater_DESTGEOT000050vN";"7-120-42-tranke-thalheim";"7-120-42";"Tränke Thalheim";"See";"review";"v112-conflict-review";"140.7";"0.000";"4";"483.8";"2";"0.000";"Amtliches Feature wird von 2 v11-Kandidaten beansprucht; kein ausreichend klarer Gewinner."
"StandingWater_DESTGEOT0000dlgi";"7-120-50-dorfteich-beyersdorf";"7-120-50";"Dorfteich Beyersdorf";"Teich";"review";"v112-review";"83.9";"0.000";"3";"761.8";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"StandingWater_DESTGEOT0000dCFi";"7-120-52-generalsteich-schrenz";"7-120-52";"Generalsteich Schrenz";"Teich";"review";"v112-review";"38.5";"0.000";"3";"123.6";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
"StandingWater_DESTGEOT0000cpqU";"7-121-02-deutsche-grube-zscherndorf";"7-121-02";"Deutsche Grube Zscherndorf";"Kiesgrube";"review";"v112-review";"48.0";"0.538";"3";"741.0";"1";"1.000";"Kandidat bleibt nach Distanz-/Gap-/Namensprüfung im Review."
