"id";"lavNumber";"name";"type";"result";"locality";"distanceM";"officialName";"candidateCount";"nameScore";"gapM";"reason"
"7-275-02-kleine-sandfurchen-bei-osternienburg";"7-275-02";"Kleine Sandfürchen bei Osternienburg";"See";"review";"Osternienburg";"63.6";"";"6";"0.000";"171.2";"Neuer Ortsanker 'Osternienburg' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"7-275-06-baggerteich-bei-trebbichau-aken";"7-275-06";"Baggerteich bei Trebbichau/Aken";"Teich";"review";"Trebbichau";"232.8";"";"8";"0.000";"10.1";"Neuer Ortsanker 'Trebbichau' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"7-275-07-groer-und-kleiner-parkteich";"7-275-07";"Großer und Kleiner Parkteich";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-275-09-entfallt";"7-275-09";"entfällt";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-275-18-maxdorfer-teich";"7-275-18";"Maxdorfer Teich";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-275-24-busch-raten-dornbock";"7-275-24";"Busch-Räten Dornbock";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-276-02-schulteich-bei-trebbichau-aken";"7-276-02";"Schulteich bei Trebbichau/Aken";"Teich";"review";"Trebbichau";"232.8";"";"8";"0.000";"10.1";"Neuer Ortsanker 'Trebbichau' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"7-276-05-teich-am-kulturzentrum-grobadegast";"7-276-05";"Teich am Kulturzentrum Großbadegast";"Teich";"review";"Kulturzentrum Großbadegast";"15.3";"";"4";"0.000";"192.3";"Neuer Ortsanker 'Kulturzentrum Großbadegast' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"7-276-06-muhlteich-merzien";"7-276-06";"Mühlteich Merzien";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-400-01-alte-elbe-bei-dornburg";"7-400-01";"Alte Elbe bei Dornburg";"Fließgewässer";"review";"Dornburg";"256.5";"";"16";"0.000";"6.7";"Neuer Ortsanker 'Dornburg' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"7-490-04-nuthe-im-landkreis-anhalt-bitterfeld-a-a-b-bf-d-h-k-pl-19-50-bis-walternienburg-mit-ausnahme-der-strecke-brucke-kameritz-bis-ca-3-km-flussaufwarts-salmostrecken-beachten";"7-490-04";"Nuthe im Landkreis Anhalt-Bitterfeld Ä, A, B, Bf, D, H, K, Pl 19,50 bis Walternienburg mit Ausnahme der Strecke Brücke Kämeritz bis ca. 3 km Flussaufwärts - Salmostrecken beachten!";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-490-06-bonscher-teich";"7-490-06";"Bonscher Teich";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-490-07-ziegeleiteich-bei-niederlepte";"7-490-07";"Ziegeleiteich bei Niederlepte";"Teich";"review";"Niederlepte";"207.9";"";"2";"0.000";"452.9";"Neuer Ortsanker 'Niederlepte' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"7-490-08-unterer-muhlenteich-bei-dobritz";"7-490-08";"Unterer Mühlenteich bei Dobritz";"Teich";"review";"Dobritz";"151.6";"Rahmteich";"1";"0.000";"9999.0";"Neuer Ortsanker 'Dobritz' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"7-491-01-godnitzer-see";"7-491-01";"Gödnitzer See";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-491-03-pfaffensee-bei-steckby";"7-491-03";"Pfaffensee bei Steckby";"See";"review";"Steckby";"307.1";"Pfaffensee";"4";"0.455";"208.0";"Neuer Ortsanker 'Steckby' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-180-02-ehemaliger-badeteich-an-der";"8-180-02";"Ehemaliger Badeteich an der";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-181-01-reudener-grube";"8-181-01";"Reudener Grube";"Kiesgrube";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-181-02-tiefer-kolk-in-selbitz";"8-181-02";"Tiefer Kolk in Selbitz";"See";"review";"Selbitz";"290.9";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Selbitz' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-181-03-muhlenteich-radis";"8-181-03";"Mühlenteich Radis";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-181-04-tagebaurestloch-golpa-ii-gurke";"8-181-04";"Tagebaurestloch Golpa II (Gurke)";"Kiesgrube";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-181-06-jagerteich-bei-sollichau";"8-181-06";"Jägerteich bei Söllichau";"Teich";"review";"Söllichau";"105.1";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Söllichau' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-181-08-muhlteich-in-tornau";"8-181-08";"Mühlteich in Tornau";"Teich";"review";"Tornau";"144.9";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Tornau' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-181-13-barbarasee-bei-grafenhainichen-boote";"8-181-13";"Barbarasee bei Gräfenhainichen Boote";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-182-01-alte-grube-mohlau";"8-182-01";"Alte Grube Möhlau";"Kiesgrube";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-182-02-mohlauer-see";"8-182-02";"Möhlauer See";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-183-01-badeteich-vockerode";"8-183-01";"Badeteich Vockerode";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-183-02-elbe-von-km-244-5-km-248-3-linksseitig-a-bl-h-pl-z-w-q-52-00";"8-183-02";"Elbe von km 244, 5 - km 248, 3 linksseitig A, Bl, H, Pl, Z, W, Q 52,00";"Fließgewässer";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-183-03-rehsener-see";"8-183-03";"Rehsener See";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-183-09-stammhainigte-bei-worlitz";"8-183-09";"Stammhainigte bei Wörlitz";"See";"review";"Wörlitz";"398.1";"Wörlitzer See";"3";"0.000";"129.1";"Neuer Ortsanker 'Wörlitz' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-183-11-groes-hakenloch-bei-vockerode";"8-183-11";"Großes Hakenloch bei Vockerode";"See";"review";"Vockerode";"350.8";"";"6";"0.000";"10.9";"Neuer Ortsanker 'Vockerode' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-183-13-kapengraben-von-ehem-b107-bis-zur";"8-183-13";"Kapengraben von ehem. B107 bis zur";"Fließgewässer";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-183-14-fliegraben-von-straenbrucke";"8-183-14";"Fließgraben von Straßenbrücke";"Fließgewässer";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-184-01-roter-see-bei-rotta";"8-184-01";"Roter See bei Rotta";"See";"review";"Rotta";"226.7";"";"2";"0.000";"148.9";"Neuer Ortsanker 'Rotta' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-184-03-bergwitzsee";"8-184-03";"Bergwitzsee";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-250-04-neues-bad-bei-jessen";"8-250-04";"Neues Bad bei Jessen";"See";"review";"Jessen";"60.3";"";"3";"0.000";"120.4";"Neuer Ortsanker 'Jessen' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-250-08-schwarze-elster-von-lg-bis-zur-ein";"8-250-08";"Schwarze Elster von LG bis zur Ein-";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-250-09-schwarze-elster-von-straenbrucke";"8-250-09";"Schwarze Elster von Straßenbrücke";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-250-11-schopfwerk-gerbisbach";"8-250-11";"Schöpfwerk Gerbisbach";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-250-16-hufeisenteich-jessen-grabo";"8-250-16";"Hufeisenteich Jessen/Grabo";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-251-02-kiestagbau-badesee-bei-prettin";"8-251-02";"Kiestagbau (Badesee) bei Prettin";"Kiesgrube";"review";"Prettin";"338.0";"";"4";"0.000";"308.3";"Neuer Ortsanker 'Prettin' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-251-03-elbe-km-168-2-km-182-0-rechtss";"8-251-03";"Elbe km 168, 2 - km 182, 0 rechtss.";"Fließgewässer";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-253-01-das-loch-annaburg";"8-253-01";"Das Loch Annaburg";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-253-04-gewasser-meiner-lehrmann";"8-253-04";"Gewässer Meißner, Lehrmann";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-360-01-wasserloch-klieken";"8-360-01";"Wasserloch Klieken";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-360-09-tongrube-mollensdorf";"8-360-09";"Tongrube Möllensdorf";"Kiesgrube";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-01-klinkerteich-bei-bad-schmiedeberg";"8-460-01";"Klinkerteich bei Bad Schmiedeberg";"Teich";"review";"Bad Schmiedeberg";"312.7";"Klinkerteich";"6";"0.364";"146.4";"Neuer Ortsanker 'Bad Schmiedeberg' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-11-booser-ri-im-ot-boos-dabrun";"8-460-11";"Booser Riß im OT Boos/Dabrun";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-12-3-waldteiche-bei-reinsdorf";"8-460-12";"3 Waldteiche bei Reinsdorf";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-13-groer-aca-teich-bei-reinsdorf";"8-460-13";"Großer (ACA) Teich bei Reinsdorf";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-23-moschkolk-bei-wartenburg";"8-460-23";"Moschkolk bei Wartenburg";"See";"review";"Wartenburg";"274.7";"";"18";"0.000";"7.9";"Neuer Ortsanker 'Wartenburg' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-24-blaues-auge-bei-reinharz";"8-460-24";"Blaues Auge bei Reinharz";"See";"review";"Reinharz";"200.4";"";"5";"0.000";"3.3";"Neuer Ortsanker 'Reinharz' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-27-kolk-in-den-krebshornwiesen";"8-460-27";"Kolk in den Krebshornwiesen";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-35-3-weinbergeiche-abtsdorf";"8-460-35";"3 Weinbergeiche Abtsdorf";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-36-tiefer-kolk-bei-trebitz";"8-460-36";"Tiefer Kolk bei Trebitz";"See";"review";"Trebitz";"262.9";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Trebitz' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-38-fliegraben-vom-wachsdorfer";"8-460-38";"Fließgraben vom Wachsdorfer";"Fließgewässer";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-39-kolk-seegrehna";"8-460-39";"Kolk Seegrehna";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-40-forsterloch-bei-seegrehna";"8-460-40";"Försterloch bei Seegrehna";"See";"review";"Seegrehna";"600.8";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Seegrehna' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-43-blumenwinkel-bei-seegrehna";"8-460-43";"Blumenwinkel bei Seegrehna";"See";"review";"Seegrehna";"600.8";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Seegrehna' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-44-drehkolk-bei-seegrehna";"8-460-44";"Drehkolk bei Seegrehna";"See";"review";"Seegrehna";"600.8";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Seegrehna' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-45-hauskolk-bei-seegrehna";"8-460-45";"Hauskolk bei Seegrehna";"See";"review";"Seegrehna";"600.8";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Seegrehna' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-46-alter-bruckenkopf-muschelteich-pratau-b-bl-h-pl-1-24";"8-460-46";"Alter Brückenkopf (Muschelteich) Pratau B, Bl, H, Pl 1,24";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-47-tonteich-bulzig";"8-460-47";"Tonteich Bülzig";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-49-groer-see-bleesern-bei-seegrehna";"8-460-49";"Großer See (Bleesern) bei Seegrehna";"See";"review";"Seegrehna";"600.8";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Seegrehna' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-50-schwarzes-wasser-bei-seegrehna";"8-460-50";"Schwarzes Wasser bei Seegrehna";"See";"review";"Seegrehna";"600.8";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Seegrehna' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-51-sandebreite-bei-seegrehna";"8-460-51";"Sandebreite bei Seegrehna";"See";"review";"Seegrehna";"600.8";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Seegrehna' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-53-alte-elbe-merschwitz";"8-460-53";"Alte Elbe Merschwitz";"Fließgewässer";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-56-booser-graben-vom-booser-ri-zur-elbe";"8-460-56";"Booser Graben vom Booser Riß zur Elbe";"Fließgewässer";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-63-schwarzes-loch-1-3";"8-460-63";"Schwarzes Loch (1-3)";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-67-katzenergel-bei-seegrehna";"8-460-67";"Katzenergel bei Seegrehna";"See";"review";"Seegrehna";"600.8";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Seegrehna' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"8-460-73-zahna-von-der-strae-zahna";"8-460-73";"Zahna von der Straße Zahna-";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-76-wolfskolk-seegrehna";"8-460-76";"Wolfskolk Seegrehna";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-150-02-monchsteich-hausbergteich-bischofrode-a-k-ro-s-0-50";"9-150-02";"Mönchsteich (Hausbergteich) Bischofrode A, K, Ro, S 0,50";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-150-03-gemeindebad-neptun-helbra";"9-150-03";"Gemeindebad Neptun Helbra";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-150-06-marthateich-bei-wansleben";"9-150-06";"Marthateich bei Wansleben";"Teich";"review";"Wansleben";"428.0";"";"3";"0.000";"116.8";"Neuer Ortsanker 'Wansleben' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"9-150-08-restl-tonlocher-ost-bei-wansleben";"9-150-08";"restl. Tonlöcher Ost bei Wansleben";"See";"review";"Wansleben";"428.0";"";"3";"0.000";"116.8";"Neuer Ortsanker 'Wansleben' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"9-150-09-grube-bornstedt-neugluck";"9-150-09";"Grube Bornstedt Neuglück";"Kiesgrube";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-150-12-kleinwasserspeicher-ziegelrode";"9-150-12";"Kleinwasserspeicher Ziegelrode";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-150-13-hofteich-in-stedten";"9-150-13";"Hofteich in Stedten";"Teich";"review";"Stedten";"294.5";"";"3";"0.000";"136.1";"Neuer Ortsanker 'Stedten' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"9-150-17-sudlicher-ringkanal-von";"9-150-17";"Südlicher Ringkanal von";"Fließgewässer";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-150-19-helmsdorfer-teiche";"9-150-19";"Helmsdorfer Teiche";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-150-21-groes-tonloch-wansleben";"9-150-21";"Großes Tonloch Wansleben";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-150-22-nonnental-hornurg";"9-150-22";"Nonnental Hornurg";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-230-01-parkteich-in-wiederstedt";"9-230-01";"Parkteich in Wiederstedt";"Teich";"review";"Wiederstedt";"201.9";"";"2";"0.000";"113.0";"Neuer Ortsanker 'Wiederstedt' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"9-230-02-tonloch-bei-hettstedt";"9-230-02";"Tonloch bei Hettstedt";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-230-05-mansfelder-teich";"9-230-05";"Mansfelder Teich";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-230-07-wippertalsperre";"9-230-07";"Wippertalsperre";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-230-11-amtsteich-bei-vatterode";"9-230-11";"Amtsteich bei Vatterode";"Teich";"review";"Vatterode";"649.6";"";"1";"0.000";"9999.0";"Neuer Ortsanker 'Vatterode' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"9-230-14-dorfteich-greifenhagen";"9-230-14";"Dorfteich Greifenhagen";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-351-01-unterer-hofteich-in-sittichenbach";"9-351-01";"Unterer Hofteich in Sittichenbach";"Teich";"review";"Sittichenbach";"47.1";"";"2";"0.000";"263.0";"Neuer Ortsanker 'Sittichenbach' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"9-351-02-fischteich-rothenschirmbach";"9-351-02";"Fischteich Rothenschirmbach";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-352-01-oberer-hofteich-in-sittichenbach";"9-352-01";"Oberer Hofteich in Sittichenbach";"Teich";"review";"Sittichenbach";"47.1";"";"2";"0.000";"263.0";"Neuer Ortsanker 'Sittichenbach' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"9-390-02-see-hackpuffel";"9-390-02";"See Hackpüffel";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-390-03-toter-arm-lange-helme-bei";"9-390-03";"Toter Arm „Lange Helme“ bei";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-390-08-schloteich-rottleberode";"9-390-08";"Schloßteich Rottleberode";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-390-09-entfallt";"9-390-09";"entfällt";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-390-11-neuvorwerksteich-bei-allstedt";"9-390-11";"Neuvorwerksteich bei Allstedt";"Teich";"review";"Allstedt";"492.7";"Vorwerksteich";"1";"0.448";"9999.0";"Neuer Ortsanker 'Allstedt' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"9-390-12-teich-karlsrode";"9-390-12";"Teich Karlsrode";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-390-22-helme-ab-200m-unterhalb-straen";"9-390-22";"Helme ab 200m unterhalb Straßen-";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-390-25-teich-in-beyernaumburg-othal";"9-390-25";"Teich in Beyernaumburg/Othal";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-390-28-toter-helmearm-bei-bennungen";"9-390-28";"Toter Helmearm bei Bennungen";"See";"review";"Bennungen";"613.4";"";"2";"0.000";"56.8";"Neuer Ortsanker 'Bennungen' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"9-390-29-alte-kiesgrube-katarienenrieth";"9-390-29";"Alte Kiesgrube Katarienenrieth";"Kiesgrube";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-210-02-kiesgrube-gansteich-zwintschona";"10-210-02";"Kiesgrube (Gänsteich) Zwintschöna";"Kiesgrube";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-210-06-kiesgrube-rockendorf-bei-hohenweiden";"10-210-06";"Kiesgrube Rockendorf bei Hohenweiden";"Kiesgrube";"review";"Hohenweiden";"121.9";"Rattmannsdorfer Teich";"4";"0.000";"367.7";"Neuer Ortsanker 'Hohenweiden' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"10-210-07-kiesgrube-in-ropzig";"10-210-07";"Kiesgrube in Röpzig";"Kiesgrube";"review";"Röpzig";"118.4";"";"4";"0.000";"134.5";"Neuer Ortsanker 'Röpzig' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"10-210-08-wallendorfer-see-aktuelle";"10-210-08";"Wallendorfer See - Aktuelle";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-210-11-dorfteich-hohenthurm";"10-210-11";"Dorfteich Hohenthurm";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-05-gr-und-kl-muhlteich-schkopau";"10-290-05";"Gr. und Kl. Mühlteich Schkopau";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-08-dorfteich-zollschen";"10-290-08";"Dorfteich Zöllschen";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-09-groes-kohlenloch-bei-tollwitz";"10-290-09";"Großes Kohlenloch bei Tollwitz";"See";"review";"Tollwitz";"223.3";"";"3";"0.000";"0.0";"Neuer Ortsanker 'Tollwitz' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"10-290-13-saale-leipzig-kanal";"10-290-13";"Saale-Leipzig-Kanal";"Fließgewässer";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-17-schenkteich-in-zweimen";"10-290-17";"Schenkteich in Zweimen";"Teich";"review";"Zweimen";"100.7";"";"4";"0.000";"11.3";"Neuer Ortsanker 'Zweimen' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"10-290-20-kuhteich-feldsee-bei-wallendorf";"10-290-20";"Kuhteich (Feldsee) bei Wallendorf";"Teich";"review";"Wallendorf";"62.5";"Tonschacht";"2";"0.000";"430.2";"Neuer Ortsanker 'Wallendorf' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"10-290-28-vorderer-und-hinterer-gotthardsteich";"10-290-28";"Vorderer und Hinterer Gotthardsteich";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-29-grokaynaer-see-sudteil-nsg";"10-290-29";"Großkaynaer See – Südteil NSG!";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-36-dorfteich-oebles-schlechtewitz";"10-290-36";"Dorfteich Oebles-Schlechtewitz";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-38-teich-1-schladebach";"10-290-38";"Teich 1 Schladebach";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-39-teich-1-witzschkersdorf";"10-290-39";"Teich 1 Witzschkersdorf";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-45-teich-in-rampitz";"10-290-45";"Teich in Rampitz";"Teich";"review";"Rampitz";"101.5";"";"2";"0.000";"313.8";"Neuer Ortsanker 'Rampitz' gefunden; amtlicher Kandidat vorhanden, aber nicht eindeutig genug."
"10-290-47-ranitzer-see-nordteil";"10-290-47";"Raßnitzer See (Nordteil)";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-49-dorfteich-krollwitz";"10-290-49";"Dorfteich Kröllwitz";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-52-geiseltalsee-teilflache";"10-290-52";"Geiseltalsee (Teilfläche)";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-54-kiessee-wallendorf-sudl-gastrasse";"10-290-54";"Kiessee Wallendorf südl. Gastrasse";"Kiesgrube";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-351-01-froschteich-farnstadt";"10-351-01";"Froschteich Farnstädt";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-351-02-hofeteich-farnstadt";"10-351-02";"Hofeteich Farnstädt";"Teich";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-352-01-naturstrandbad-bei-obhausen-kopie-vom-a-bl-h-k-pl-ro-s-z-20-00-fs-und-fes-sichtbar-im-auto-auslegen";"10-352-01";"Naturstrandbad bei Obhausen Kopie vom A, Bl, H, K, Pl, Ro,S, Z 20,00 FS und FES sichtbar im Auto auslegen";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-353-03-schmoner-stausee";"10-353-03";"Schmoner Stausee";"See";"unmatched";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
