"id";"lavNumber";"name";"type";"status";"latitude";"longitude";"osmConfidence";"officialDistanceM";"officialName";"officialFeatureId";"officialType";"officialCandidateCount";"nameScore";"distanceGapM";"reason"
"6-400-05-parkteich-bei-brumby";"6-400-05";"Parkteich bei Brumby";"Teich";"review";"51.89944";"11.6800784";"0.729";"48.7";"Parkteich";"StandingWater_DESTGEOT00002e7d";"StandingWater";"3";"0.45";"94";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-400-06-kohls-see-bei-biere";"6-400-06";"Kohls See bei Biere";"See";"review";"51.979803";"11.6572328";"0.827";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"6-400-07-erdkuten-grune-lungen-bei-calbe";"6-400-07";"Erdkuten (Grüne Lungen) bei Calbe";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-08-damaschkeplan-2-teiche-bei-calbe";"6-400-08";"Damaschkeplan (2 Teiche) bei Calbe";"Teich";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-09-griebehner-teiche-bei-calbe";"6-400-09";"Griebehner Teiche bei Calbe";"Teich";"review";"51.8997679";"11.7824601";"0.842";"58.1";"";"StandingWater_DESTGEOT0000essl";"StandingWater";"1";"0";"9999";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-400-12-pfannenpfutze-bei-plotzky";"6-400-12";"Pfannenpfütze bei Plötzky";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-13-beamtenteich-bei-tornitz";"6-400-13";"Beamtenteich bei Tornitz";"Teich";"review";"51.9285398";"11.8472597";"0.902";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"6-400-14-gruner-teich-bei-tornitz";"6-400-14";"Grüner Teich bei Tornitz";"Teich";"review";"51.9285398";"11.8472597";"0.902";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"6-400-15-pappelteich-bei-tornitz";"6-400-15";"Pappelteich bei Tornitz";"Teich";"review";"51.9285398";"11.8472597";"0.902";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"6-400-18-rothe-bei-schonebeck";"6-400-18";"Röthe bei Schönebeck";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-21-norderney-in-schwarz";"6-400-21";"Norderney in Schwarz";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-22-elbe-von-km-305-km-320-beidseitig";"6-400-22";"Elbe von km 305 - km 320 beidseitig";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-23-kiessandtagebau-pommelter-strae";"6-400-23";"Kiessandtagebau Pömmelter Straße";"Kiesgrube";"review";"52.0143767";"11.7756628";"0.835";"45.7";"";"StandingWater_DESTGEOT00002BP5";"StandingWater";"3";"0";"154.4";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-400-24-saalealtarm-tippelskirchen";"6-400-24";"Saalealtarm Tippelskirchen";"Fließgewässer";"review";"51.8826486";"11.7973263";"0.819";"2.8";"";"Watercourse_DESTGEOTR10087XO_lin";"Watercourse";"5";"0";"25.4";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-400-25-elbumflut-von-alte-fahre-bis";"6-400-25";"Elbumflut von Alte Fähre bis";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-30-kuchenpfuhl-elbenau";"6-400-30";"Küchenpfuhl Elbenau";"Fließgewässer";"review";"52.049093";"11.7624151";"0.928";"85.4";"";"Watercourse_DESTGEOT00002CL1_lin";"Watercourse";"2";"0";"225";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-400-32-3-locher-bei-ranies";"6-400-32";"3 Löcher bei Ranies";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-33-stilles-wasser-elbenau";"6-400-33";"Stilles Wasser Elbenau";"Fließgewässer";"review";"52.049093";"11.7624151";"0.928";"85.4";"";"Watercourse_DESTGEOT00002CL1_lin";"Watercourse";"2";"0";"225";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-400-34-kiessee-tornitz";"6-400-34";"Kiessee Tornitz";"Kiesgrube";"review";"51.9285398";"11.8472597";"0.902";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"6-400-35-elbealtarm-grunewalde";"6-400-35";"Elbealtarm Grünewalde";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-36-angerteich-in-glothe";"6-400-36";"Angerteich in Glöthe";"Teich";"review";"51.9012252";"11.664212";"0.889";"17.1";"";"StandingWater_DESTGEOT00002e7u";"StandingWater";"5";"0";"20.4";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-400-39-tilsschacht-brumby";"6-400-39";"Tilsschacht Brumby";"See";"review";"51.8967879";"11.6894225";"0.793";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"6-400-40-awg-seen-1-2-und-3-gommern-plotzky";"6-400-40";"AWG Seen 1, 2 und 3 Gommern-Plötzky";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-43-schachtteich-eggersdorf";"6-400-43";"Schachtteich Eggersdorf";"Teich";"review";"51.9690772";"11.6958208";"0.808";"59.8";"";"StandingWater_DESTGEOT00002e7i";"StandingWater";"4";"0";"15.5";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-400-44-kirchbreite-bei-barby";"6-400-44";"Kirchbreite bei Barby";"See";"review";"51.9639384";"11.884897";"0.889";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"6-400-45-gotzenthiegraben";"6-400-45";"Götzenthiegraben";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-46-westufer-albertinensee";"6-400-46";"Westufer Albertinensee";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-400-47-tonlocher-glothe";"6-400-47";"Tonlöcher Glöthe";"See";"review";"51.9012252";"11.664212";"0.889";"17.1";"";"StandingWater_DESTGEOT00002e7u";"StandingWater";"5";"0";"20.4";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-401-01-bruch-1-bei-breitenhagen";"6-401-01";"Bruch 1 bei Breitenhagen";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-401-02-bruch-2-bei-breitenhagen";"6-401-02";"Bruch 2 bei Breitenhagen";"See";"review";"51.9227195";"11.9340061";"0.893";"4.3";"";"StandingWater_DESTGEOT00002YuZ";"StandingWater";"2";"0";"50.6";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-401-03-bruch-3-bei-breitenhagen";"6-401-03";"Bruch 3 bei Breitenhagen";"See";"review";"51.9227195";"11.9340061";"0.893";"4.3";"";"StandingWater_DESTGEOT00002YuZ";"StandingWater";"2";"0";"50.6";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-401-04-badebruch-bei-breitenhagen";"6-401-04";"Badebruch bei Breitenhagen";"See";"review";"51.9224946";"11.9354344";"0.9";"7.2";"";"StandingWater_DESTGEOT00002Yv0";"StandingWater";"2";"0";"47.8";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-401-07-kleiner-dorfsee-gro-rosenburg";"6-401-07";"Kleiner Dorfsee Groß Rosenburg";"See";"review";"51.9192744";"11.8942849";"0.86";"26.6";"";"StandingWater_DESTGEOT00002YvN";"StandingWater";"2";"0";"37.9";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-401-08-landgraben-von-einmundung-des";"6-401-08";"Landgraben von Einmündung des";"Fließgewässer";"review";"51.9109962";"11.678006";"0.849";"7.2";"";"Watercourse_DESTGEOT00002eB9_lin";"Watercourse";"6";"0";"68.8";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-401-09-taube-von-700m-oberhalb-der";"6-401-09";"Taube von 700m oberhalb der";"See";"review";"51.6966288";"11.5442764";"0.771";"11.4";"";"StandingWater_DESTGEOTR1008QbS";"StandingWater";"2";"0";"43.9";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-402-01-dolphus-bei-barby";"6-402-01";"Dolphus bei Barby";"See";"review";"51.9639384";"11.884897";"0.889";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"6-402-02-barbyer-landgraben-von";"6-402-02";"Barbyer Landgraben von";"Fließgewässer";"review";"52.0217743";"11.668936";"0.731";"2.3";"";"Watercourse_DESTGEOT00002fct_lin";"Watercourse";"5";"0";"14.5";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-402-03-hafen-barby";"6-402-03";"Hafen Barby";"See";"review";"51.9639384";"11.884897";"0.889";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"6-402-04-kiesgrube-barby-sud";"6-402-04";"Kiesgrube Barby-Süd";"Kiesgrube";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-402-07-saale-von-werkleitz-bis-elbmundung";"6-402-07";"Saale von Werkleitz bis Elbmündung";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-410-02-warmsdorfer-teich";"6-410-02";"Warmsdorfer Teich";"Teich";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-410-03-ritterflurteich-bei-stafurt";"6-410-03";"Ritterflurteich bei Staßfurt";"Teich";"review";"51.8493784";"11.5856065";"0.849";"295";"Innenstadt-See";"StandingWater_DESTGEOT00002bzC";"StandingWater";"1";"0";"9999";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-410-05-tiefbau-jacobsgrube-bei-gro-bornecke-a-b-bl-h-k-pl-s-z-8-12";"6-410-05";"Tiefbau Jacobsgrube bei Groß Börnecke A, B, Bl, H, K, Pl, S, Z 8,12";"Kiesgrube";"review";"51.8864851";"11.4983029";"0.754";"32.4";"";"StandingWater_DESTGEOT00001Zgc";"StandingWater";"2";"0";"33.3";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-410-06-salzteich-bei-loderburg";"6-410-06";"Salzteich bei Löderburg";"Teich";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-410-07-lache-bei-hohenerxleben";"6-410-07";"Lache bei Hohenerxleben";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-410-08-badeteteich-bei-westeregeln";"6-410-08";"Badeteteich bei Westeregeln";"Teich";"review";"51.9581172";"11.3910919";"0.863";"36.2";"";"StandingWater_DESTGEOT00001HaV";"StandingWater";"1";"0";"9999";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-410-09-3-kulke-bei-westeregeln";"6-410-09";"3 Kulke bei Westeregeln";"See";"review";"51.9581172";"11.3910919";"0.863";"36.2";"";"StandingWater_DESTGEOT00001HaV";"StandingWater";"1";"0";"9999";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-410-10-tagebau-bei-westeregeln";"6-410-10";"Tagebau bei Westeregeln";"Kiesgrube";"review";"51.9581172";"11.3910919";"0.863";"36.2";"";"StandingWater_DESTGEOT00001HaV";"StandingWater";"1";"0";"9999";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-410-11-groer-schachtsee-bei-wolmirsleben";"6-410-11";"Großer Schachtsee bei Wolmirsleben";"See";"review";"51.9543283";"11.4607953";"0.785";"158.1";"Großer Schachtsee";"StandingWater_DESTGEOTR100fUGV";"StandingWater";"2";"0.514";"176.3";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-410-14-bode-vom-wehr-egeln-nord";"6-410-14";"Bode vom Wehr Egeln-Nord";"Fließgewässer";"review";"51.9638934";"11.4260338";"0.92";"2";"";"Watercourse_DESTGEOT00001Yqz_lin";"Watercourse";"8";"0";"10.4";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-410-15-bode-vom-wehr-rothenforde";"6-410-15";"Bode vom Wehr Rothenförde";"Fließgewässer";"review";"51.9054306";"11.5163125";"0.827";"24.9";"";"Watercourse_DESTGEOTR100cDpG_lin";"Watercourse";"3";"0";"54.6";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-410-17-seemann-bei-loderburg";"6-410-17";"Seemann bei Löderburg";"See";"review";"51.8846144";"11.5429027";"0.863";"15.9";"";"StandingWater_DESTGEOT00001Zgf";"StandingWater";"3";"0";"18.4";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-410-18-steinbruch-borne";"6-410-18";"Steinbruch Borne";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-410-19-muhlgraben-von-egeln-nord";"6-410-19";"Mühlgraben von Egeln-Nord";"Fließgewässer";"review";"51.9644973";"11.431551";"0.835";"44.2";"";"Watercourse_DESTGEOT00001Yt7_lin";"Watercourse";"8";"0";"99.3";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-410-20-undank-in-loderburg";"6-410-20";"Undank in Löderburg";"See";"review";"51.8846144";"11.5429027";"0.863";"15.9";"";"StandingWater_DESTGEOT00001Zgf";"StandingWater";"3";"0";"18.4";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-410-21-kiesschacht-gusten";"6-410-21";"Kiesschacht Güsten";"Kiesgrube";"review";"51.8008209";"11.6052567";"0.917";"53.4";"";"StandingWater_DESTGEOT00002bzh";"StandingWater";"2";"0";"140.6";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-410-22-regenruckhaltebecken-am";"6-410-22";"Regenrückhaltebecken am";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-410-24-loderburger-weiher";"6-410-24";"Löderburger Weiher";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-410-25-wassergraben-bei-hohenerxleben";"6-410-25";"Wassergräben bei Hohenerxleben";"See";"review";"51.856242";"11.6431266";"0.839";"74.7";"Gänselache";"StandingWater_DESTGEOT00002bzq";"StandingWater";"1";"0";"9999";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-411-01-laake-bei-loderburg";"6-411-01";"Laake bei Löderburg";"See";"review";"51.8799935";"11.5458709";"0.869";"92.8";"Laake";"StandingWater_DESTGEOT00001XvT";"StandingWater";"3";"0.263";"166";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"6-411-02-loderburger-see";"6-411-02";"Löderburger See";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"6-411-03-kreuzteich-loderburg";"6-411-03";"Kreuzteich Löderburg";"Teich";"review";"51.8846144";"11.5429027";"0.863";"15.9";"";"StandingWater_DESTGEOT00001Zgf";"StandingWater";"3";"0";"18.4";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"6-411-04-athenslebener-seen-lsg-beachten";"6-411-04";"Athenslebener Seen – LSG beachten";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-01-alte-mulde-bei-rosa";"7-120-01";"Alte Mulde bei Rösa";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-04-alte-mulde-roitzschjora";"7-120-04";"Alte Mulde Roitzschjora";"Fließgewässer";"review";"51.5968684";"12.482236";"0.932";"165.6";"";"Watercourse_DESTGEOT00005rIL_pol";"Watercourse";"2";"0";"122.9";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"7-120-05-kurr-pouch";"7-120-05";"Kurr Pouch";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-06-unterer-ziegeleiteich-muldenstein";"7-120-06";"Unterer Ziegeleiteich Muldenstein";"Fließgewässer";"review";"51.6773853";"12.3270411";"0.812";"47.1";"";"Watercourse_DESTGEOTR1007PyP_lin";"Watercourse";"6";"0";"81.9";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"7-120-08-strandbad-sandersdorf";"7-120-08";"Strandbad Sandersdorf";"See";"review";"51.630661";"12.2339895";"0.836";"36.3";"";"StandingWater_DESTGEOT000050w3";"StandingWater";"2";"0";"167";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"7-120-10-ehemalige-kiesgrube-sandersdorf";"7-120-10";"ehemalige Kiesgrube Sandersdorf";"Kiesgrube";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-11-ehemaliges-schwimmbad-raguhn";"7-120-11";"ehemaliges Schwimmbad Raguhn";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-12-spittelwasser-jenitz";"7-120-12";"Spittelwasser Jeßnitz";"See";"review";"51.7009112";"12.2963931";"0.812";"15.4";"Schlossteich";"StandingWater_DESTGEOTR100e4p3";"StandingWater";"2";"0";"63.6";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"7-120-14-leipziger-teich-zorbig";"7-120-14";"Leipziger Teich Zörbig";"Teich";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-15-grube-theodor-bei-roitzsch";"7-120-15";"Grube Theodor bei Roitzsch";"Kiesgrube";"review";"51.5744151";"12.2681017";"0.908";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"7-120-16-burgermeisterteich-jenitz";"7-120-16";"Bürgermeisterteich Jeßnitz";"Teich";"review";"51.6820736";"12.2944564";"0.871";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"7-120-17-lober-bei-jenitz";"7-120-17";"Lober bei Jeßnitz";"See";"review";"51.6820736";"12.2944564";"0.871";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"7-120-18-groer-richard-bei-sandersdorf";"7-120-18";"Großer Richard bei Sandersdorf";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-19-lober-leine-kanal";"7-120-19";"Lober-Leine-Kanal";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-20-altes-wasser-priorau";"7-120-20";"Altes Wasser Priorau";"See";"review";"51.7485628";"12.3023578";"0.949";"92.8";"Alte Wasser Priorau";"StandingWater_DESTGEOT00005k8T";"StandingWater";"2";"0.5";"100.4";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"7-120-21-mulde-v-landesgr-sachsen-bis-stausee";"7-120-21";"Mulde v. Landesgr. Sachsen bis Stausee,";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-22-mulde-von-ca-750m-oberhalb-wehr";"7-120-22";"Mulde von ca. 750m oberhalb Wehr";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-23-mulde-von-ca-500m-oberhalb-brucke";"7-120-23";"Mulde von ca. 500m oberhalb Brücke";"Fließgewässer";"review";"51.9735125";"11.9166926";"0.854";"30.5";"";"Watercourse_DESTGEOTR10087UW_lin";"Watercourse";"4";"0";"32.2";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"7-120-24-tagebaurestloch-richard-i";"7-120-24";"Tagebaurestloch Richard I";"Kiesgrube";"review";"51.6277647";"12.2660986";"0.909";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"7-120-26-pappelloch-rosa";"7-120-26";"Pappelloch Rösa";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-27-kiesgrube-salzfurtkapelle";"7-120-27";"Kiesgrube Salzfurtkapelle";"Kiesgrube";"review";"51.6940546";"12.1774283";"0.751";"413";"";"StandingWater_DESTGEOT000050vH";"StandingWater";"1";"0";"9999";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"7-120-29-tagebaurestloch-kockern";"7-120-29";"Tagebaurestloch Köckern";"Kiesgrube";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-31-kiesgrube-loberitz";"7-120-31";"Kiesgrube Löberitz";"Kiesgrube";"review";"51.6566928";"12.1623036";"0.83";"57.5";"";"StandingWater_DESTGEOT0000d9lx";"StandingWater";"1";"0";"9999";"Amtliche HY-P-Geometrie liegt nahe am OSM-Kandidaten, aber nicht eindeutig genug für automatische Freigabe."
"7-120-32-luthers-linde-muldenstein";"7-120-32";"Luthers Linde Muldenstein";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-35-leine-in-bitterfeld-privatstrecke-beachten-ad-d-h-1-66";"7-120-35";"Leine in Bitterfeld Privatstrecke beachten! Ad, D, H 1,66";"See";"review";"51.7138485";"12.2875305";"0.855";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"7-120-38-geerensee-friedersdorf";"7-120-38";"Geerensee Friedersdorf";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-40-groer-teich-bitterfeld";"7-120-40";"Großer Teich Bitterfeld";"Teich";"review";"51.6192197";"12.3325537";"0.85";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"7-120-41-waldteich-thalheim";"7-120-41";"Waldteich Thalheim";"Teich";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-42-tranke-thalheim";"7-120-42";"Tränke Thalheim";"See";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-43-dorfteich-thalheim";"7-120-43";"Dorfteich Thalheim";"Teich";"review";"51.6480236";"12.2284216";"0.902";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"7-120-50-dorfteich-beyersdorf";"7-120-50";"Dorfteich Beyersdorf";"Teich";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-51-dorfteich-kockern";"7-120-51";"Dorfteich Köckern";"Teich";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-52-generalsteich-schrenz";"7-120-52";"Generalsteich Schrenz";"Teich";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-120-53-teich-am-park-schrenz";"7-120-53";"Teich am Park Schrenz";"Teich";"review";"51.5953834";"12.0811945";"0.77";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"7-120-54-teich-am-etp-schrenz";"7-120-54";"Teich am ETP Schrenz";"Teich";"review";"51.5953834";"12.0811945";"0.77";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"7-120-55-kragenteich-roitzsch";"7-120-55";"Kragenteich Roitzsch";"Teich";"review";"51.5744151";"12.2681017";"0.908";"";"";"";"";"0";"";"";"OSM-Kandidat vorhanden, aber im amtlichen Prüfbereich kein passendes HY-P-Objekt gefunden."
"7-120-56-tonkiete-schortewitz";"7-120-56";"Tonkiete Schortewitz";"See";"review";"51.6489287";"12.0292168";"0.96";"66.3";"";"StandingWater_DESTGEOT00004Li4";"StandingWater";"2";"0";"36.1";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
"7-121-01-vergimeinnicht-postgrube";"7-121-01";"Vergißmeinnicht (Postgrube)";"Kiesgrube";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-121-02-deutsche-grube-zscherndorf";"7-121-02";"Deutsche Grube Zscherndorf";"Kiesgrube";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-122-01-kiesgrube-dessauer-str-loberitz";"7-122-01";"Kiesgrube Dessauer Str. Löberitz";"Kiesgrube";"unmatched";"";"";"";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"7-140-01-moster-altes-wasser";"7-140-01";"Möster altes Wasser";"See";"review";"51.7662703";"12.2893034";"0.934";"189.2";"Altes Wasser";"StandingWater_DESTGEOT0000530w";"StandingWater";"2";"0.632";"295";"Amtliches Wasserobjekt vorhanden, Abstand/Name aber nicht eindeutig genug."
