"id";"lavNumber";"name";"district";"status";"candidateSource";"candidateLatitude";"candidateLongitude";"confidence";"note"
"4-130-30-kathe-kolk-menz";"4-130-30";"Käthe-Kolk Menz";"Jerichower Land";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"4-130-31-alte-elbe-bei-niegripp";"4-130-31";"Alte Elbe bei Niegripp";"Jerichower Land";"review";"two-source-v6.2-review";"52.2647286";"11.759136";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-130-32-niegripper-altkanal-teilflache";"4-130-32";"Niegripper Altkanal (Teilfläche)";"Jerichower Land";"review";"two-source-v6.2-review";"52.2708037";"11.7811774";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-130-33-gr-gehrenscher-see";"4-130-33";"Gr. Gehrenscher See";"Jerichower Land";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"4-130-34-flickschuhteich-burg";"4-130-34";"Flickschuhteich Burg";"Jerichower Land";"review";"two-source-v6.2-review";"52.2711281";"11.8607563";"0.916";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-130-36-mittellandkanal-km-322-82-km-324-46-a-bl-k-pl-z-5-31-nordufer";"4-130-36";"Mittellandkanal km 322,82 - km 324,46 A, Bl, K, Pl, Z 5,31 Nordufer";"Jerichower Land";"review";"two-source-v6.2-review";"52.229182";"11.6359148";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-170-04-muhlengraben-bei-mutzel";"4-170-04";"Mühlengraben bei Mützel";"Jerichower Land";"review";"two-source-v6.2-review";"52.3791035";"12.1753116";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-170-06-kiesgrube-brettiner-chaussee-ein";"4-170-06";"Kiesgrube Brettiner Chaussee Ein-";"Jerichower Land";"review";"two-source-v6.2-review";"52.1700956";"11.6109462";"0.905";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-170-08-altenplatower-altkanal";"4-170-08";"Altenplatower-Altkanal";"Jerichower Land";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"4-170-10-kiesgrube-zabakuck";"4-170-10";"Kiesgrube Zabakuck";"Jerichower Land";"review";"two-source-v6.2-review";"52.4565408";"12.2126043";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-170-11-tucheim-parchener-bach-vom-ringels";"4-170-11";"Tucheim-Parchener-Bach vom Ringels-";"Jerichower Land";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"4-170-12-torschiffahrtskanal-vom-wehr-mutzel-bis-a-b-bl-h-pl-qu-3-00-zur-mundung-in-den-fiener-haupvorfluter";"4-170-12";"Torschiffahrtskanal vom Wehr Mützel bis A, B, Bl, H, Pl, Qu 3,00 zur Mündung in den Fiener Haupvorfluter";"Jerichower Land";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"4-170-13-fiener-hauptvorfluter-vom-wehr";"4-170-13";"Fiener Hauptvorfluter vom Wehr";"Jerichower Land";"review";"two-source-v6.2-review";"52.3884409";"11.9684783";"0.833";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-170-14-hauptstremme-vom-rodorfer-altkanal-a-b-bl-h-pl-s-8-00-bis-zur-einmundung-des-galmer-grabens";"4-170-14";"Hauptstremme vom Roßdorfer Altkanal A, B, Bl, H, Pl, S 8,00 bis zur Einmündung des Galmer Grabens";"Jerichower Land";"review";"two-source-v6.2-review";"51.7907159";"11.1441674";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-170-15-schlagenthiner-stremme-vom-rodorfer-a-b-bl-h-pl-s-7-00-altkanal-bis-zur-hauptstremme";"4-170-15";"Schlagenthiner Stremme vom Roßdorfer A, B, Bl, H, Pl, S 7,00 Altkanal bis zur Hauptstremme";"Jerichower Land";"review";"two-source-v6.2-review";"52.4822552";"12.2398619";"0.835";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-170-16-elbe-havel-kanal-von-km-360-bis-364-5-a-b-bl-h-k-71-92-brucke-b1-ortsausgang-genthin-und";"4-170-16";"Elbe-Havel-Kanal von km 360 bis 364, 5 A, B, Bl, H, K, 71,92 (Brücke B1 Ortsausgang Genthin) und";"Jerichower Land";"review";"two-source-v6.2-review";"52.4087394";"12.139385";"0.904";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-170-17-2-teiche-im-parchener-park";"4-170-17";"2 Teiche im Parchener Park";"Jerichower Land";"review";"two-source-v6.2-review";"52.4096458";"12.1525042";"0.881";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-01-kiesgrube-netzband-bei-derben";"4-171-01";"Kiesgrube Netzband bei Derben";"Jerichower Land";"review";"two-source-v6.2-review";"52.415185";"11.9973777";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-03-muhlenlanke-herrenseegraben-bei-parey-a-b-bl-gu-h-pl-ro-1-00";"4-171-03";"Mühlenlanke-Herrenseegraben bei Parey A, B, Bl, Gü, H, Pl, Ro 1,00";"Jerichower Land";"review";"two-source-v6.2-review";"52.3559245";"11.9731117";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-04-kiesgrube-an-der-mts-in-parey";"4-171-04";"Kiesgrube an der MTS in Parey";"Jerichower Land";"review";"two-source-v6.2-review";"52.3773864";"11.9850074";"0.898";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-05-alte-elbe-mit-tunnel-und";"4-171-05";"Alte Elbe mit Tunnel und";"Jerichower Land";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"4-171-08-feuerloschteich-bei-ferchland";"4-171-08";"Feuerlöschteich bei Ferchland";"Jerichower Land";"review";"two-source-v6.2-review";"52.4399108";"12.0023015";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-12-baggerelbe-bei-derben";"4-171-12";"Baggerelbe bei Derben";"Jerichower Land";"review";"two-source-v6.2-review";"52.415185";"11.9973777";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-14-stromelbe-von-km-372-4";"4-171-14";"Stromelbe von km 372,4";"Jerichower Land";"review";"two-source-v6.2-review";"51.74643";"11.0094452";"0.883";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-15-pareyer-verbindungskanal";"4-171-15";"Pareyer Verbindungskanal";"Jerichower Land";"review";"two-source-v6.2-review";"52.2494558";"11.7394997";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-16-zerbener-altarm-am";"4-171-16";"Zerbener Altarm am";"Jerichower Land";"review";"two-source-v6.2-review";"51.7589429";"13.0912271";"0.906";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-18-waldmuhlenlanke-bei-parey";"4-171-18";"Waldmühlenlanke bei Parey";"Jerichower Land";"review";"two-source-v6.2-review";"52.3773864";"11.9850074";"0.898";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-19-pappelloch-bei-parey";"4-171-19";"Pappelloch bei Parey";"Jerichower Land";"review";"two-source-v6.2-review";"52.3773864";"11.9850074";"0.898";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-20-wolfsloch-1-und-2-bei-parey";"4-171-20";"Wolfsloch 1 und 2 bei Parey";"Jerichower Land";"review";"two-source-v6.2-review";"52.3773864";"11.9850074";"0.898";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-21-erdegraben-bei-parey";"4-171-21";"Erdegraben bei Parey";"Jerichower Land";"review";"two-source-v6.2-review";"52.3818511";"11.9911974";"0.87";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-22-hemslake-bei-parey";"4-171-22";"Hemslake bei Parey";"Jerichower Land";"review";"two-source-v6.2-review";"52.3773864";"11.9850074";"0.898";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-23-badingslanke-bei-zerben";"4-171-23";"Badingslanke bei Zerben";"Jerichower Land";"review";"two-source-v6.2-review";"52.3572092";"11.9515286";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-25-groes-wasserloch-parey-kuhn-s-loch";"4-171-25";"Großes Wasserloch Parey (Kühn´s Loch)";"Jerichower Land";"review";"two-source-v6.2-review";"52.3894247";"11.984425";"0.945";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-171-27-herrensee-parey";"4-171-27";"Herrensee Parey";"Jerichower Land";"review";"two-source-v6.2-review";"52.3773864";"11.9850074";"0.898";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-172-01-elbe-havel-kanal-von-km-364-5";"4-172-01";"Elbe-Havel-Kanal von km 364,5";"Jerichower Land";"review";"two-source-v6.2-review";"53.6879895";"9.1814549";"0.848";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-172-03-rodorfer-altkanal-von";"4-172-03";"Roßdorfer Altkanal von";"Jerichower Land";"review";"two-source-v6.2-review";"51.1982592";"11.8646502";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-173-01-bergzower-altkanal-vom-abzweig";"4-173-01";"Bergzower Altkanal vom Abzweig";"Jerichower Land";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"4-173-02-elbe-havel-kanal-von-km-353-km-360";"4-173-02";"Elbe-Havel-Kanal von km 353 - km 360";"Jerichower Land";"review";"two-source-v6.2-review";"52.4967467";"12.0194681";"0.785";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-280-01-umflutehle-von-einmundung-der";"4-280-01";"Umflutehle von Einmündung der";"Jerichower Land";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"4-490-02-ziegeleiteich-1-und-2-bei-leitzkau";"4-490-02";"Ziegeleiteich 1 und 2 bei Leitzkau";"Jerichower Land";"review";"two-source-v6.2-review";"52.0577577";"11.9529066";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-490-03-schloteich-und-2-nebenteiche-in";"4-490-03";"Schloßteich und 2 Nebenteiche in";"Jerichower Land";"review";"two-source-v6.2-review";"52.2638312";"11.8326902";"0.885";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-490-04-dornburger-see";"4-490-04";"Dornburger See";"Jerichower Land";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"4-491-01-prodeler-see-2-teiche";"4-491-01";"Prödeler See - 2 Teiche";"Jerichower Land";"review";"two-source-v6.2-review";"51.6830703";"12.7977173";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-491-02-griebensee-bei-prodel";"4-491-02";"Griebensee bei Prödel";"Jerichower Land";"review";"two-source-v6.2-review";"52.0381599";"11.9134129";"0.885";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-491-03-lubser-see";"4-491-03";"Lübser See";"Jerichower Land";"review";"two-source-v6.2-review";"52.0140998";"11.9070038";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-492-01-pappelteich-bei-hobeck";"4-492-01";"Pappelteich bei Hobeck";"Jerichower Land";"review";"two-source-v6.2-review";"51.7289869";"11.3144553";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-492-02-groer-teich-bei-dalchau";"4-492-02";"Großer Teich bei Dalchau";"Jerichower Land";"review";"two-source-v6.2-review";"52.1119623";"11.9883956";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-492-03-kleiner-teich-bei-dalchau";"4-492-03";"Kleiner Teich bei Dalchau";"Jerichower Land";"review";"two-source-v6.2-review";"52.1124461";"11.9896018";"0.924";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-492-04-teich-in-gobel";"4-492-04";"Teich in Göbel";"Jerichower Land";"review";"two-source-v6.2-review";"52.0753173";"12.0140574";"0.918";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"4-492-05-kiesgrube-loburg";"4-492-05";"Kiesgrube Loburg";"Jerichower Land";"review";"two-source-v6.2-review";"52.1140753";"12.0770309";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-100-02-ellernteich-in-reinstedt";"5-100-02";"Ellernteich in Reinstedt";"Harz";"review";"two-source-v6.2-review";"51.7601839";"11.354988";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-101-01-kiesgrube-zwischen-aschersleben";"5-101-01";"Kiesgrube zwischen Aschersleben";"Harz";"review";"two-source-v6.2-review";"51.8200904";"11.1442594";"0.732";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-101-02-pappelteich-ermsleben";"5-101-02";"Pappelteich Ermsleben";"Harz";"review";"two-source-v6.2-review";"51.7289869";"11.3144553";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-101-03-burgteich-ermsleben";"5-101-03";"Burgteich Ermsleben";"Harz";"review";"two-source-v6.2-review";"51.7128953";"11.3473054";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-190-01-krummer-teich-bei-dingelstedt";"5-190-01";"Krummer Teich bei Dingelstedt";"Harz";"review";"two-source-v6.2-review";"51.9739839";"10.9796613";"0.901";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-190-02-parkteich-mahndorf";"5-190-02";"Parkteich Mahndorf";"Harz";"review";"two-source-v6.2-review";"51.886575";"10.9630522";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-190-03-bode-vom-einlauf-des-goldbaches";"5-190-03";"Bode vom Einlauf des Goldbaches";"Harz";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"5-190-04-halberstadter-see-1-badesee";"5-190-04";"Halberstädter See 1 (Badesee)";"Harz";"review";"two-source-v6.2-review";"52.4636261";"11.9772853";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-190-06-groer-graben-vom-zusammenfluss";"5-190-06";"Großer Graben vom Zusammenfluss";"Harz";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"5-190-08-halberstadter-see-ii";"5-190-08";"Halberstädter See II";"Harz";"review";"two-source-v6.2-review";"51.6575633";"11.1495517";"0.769";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-191-02-muhlenteich-deersheim";"5-191-02";"Mühlenteich Deersheim";"Harz";"review";"two-source-v6.2-review";"51.9832607";"10.7811314";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-340-01-erichsburger-teich-bei-friedrichsbrunn";"5-340-01";"Erichsburger Teich bei Friedrichsbrunn";"Harz";"review";"two-source-v6.2-review";"51.6969464";"11.0261575";"0.901";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-340-02-bergrat-muller-teich-bei-gernrode";"5-340-02";"Bergrat-Müller Teich bei Gernrode";"Harz";"review";"two-source-v6.2-review";"51.7255993";"11.1418533";"0.894";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-340-03-neuer-teich-bei-gernrode";"5-340-03";"Neuer Teich bei Gernrode";"Harz";"review";"two-source-v6.2-review";"51.7255993";"11.1418533";"0.894";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-340-06-hauptseegraben-von-kreisgrenze";"5-340-06";"Hauptseegraben von Kreisgrenze";"Harz";"review";"two-source-v6.2-review";"51.686505";"11.2910271";"0.793";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-340-09-bode-vom-einlauf-des-quarmbaches";"5-340-09";"Bode vom Einlauf des Quarmbaches";"Harz";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"5-340-12-gondelteich-in-friedrichsbrunn";"5-340-12";"Gondelteich in Friedrichsbrunn";"Harz";"review";"two-source-v6.2-review";"51.6969464";"11.0261575";"0.901";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-340-13-selke-von-kreisgrenze";"5-340-13";"Selke von Kreisgrenze";"Harz";"review";"two-source-v6.2-review";"52.0409719";"11.2349334";"0.843";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-340-16-flottenteich-weddersleben";"5-340-16";"Flottenteich Weddersleben";"Harz";"review";"two-source-v6.2-review";"51.7741237";"11.0705289";"0.851";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-340-17-kiessandtagebau-ditfurt-i";"5-340-17";"Kiessandtagebau Ditfurt I";"Harz";"review";"two-source-v6.2-review";"51.8332122";"11.1985489";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-340-18-kiessandtagebau-ditfurt-ii";"5-340-18";"Kiessandtagebau Ditfurt II";"Harz";"review";"two-source-v6.2-review";"51.8371656";"11.2039636";"0.845";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-340-19-petersstichel-thale";"5-340-19";"Petersstichel Thale";"Harz";"review";"two-source-v6.2-review";"51.7554484";"11.0496748";"0.796";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-340-20-muhlgraben-thale-0-25";"5-340-20";"Mühlgraben Thale 0,25";"Harz";"review";"two-source-v6.2-review";"51.4708382";"11.8860993";"0.752";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-450-01-luttgenbornecke-bei-bornecke";"5-450-01";"Lüttgenbörnecke bei Börnecke";"Harz";"review";"two-source-v6.2-review";"51.820885";"11.0300911";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-450-02-groer-schachtteich-bei-wienrode";"5-450-02";"Großer Schachtteich bei Wienrode";"Harz";"review";"two-source-v6.2-review";"51.7636161";"10.9835211";"0.778";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-450-03-brockenstedter-muhle";"5-450-03";"Brockenstedter Mühle";"Harz";"review";"two-source-v6.2-review";"51.8379782";"10.9616178";"0.86";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-450-04-mulmker-parkteiche";"5-450-04";"Mulmker Parkteiche";"Harz";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"5-450-05-kleiner-schachtteich-bei-wienrode-a-b-h-k-pl-s-z-0-47";"5-450-05";"Kleiner Schachtteich bei Wienrode A, B, H, K, Pl, S, Z 0,47";"Harz";"review";"two-source-v6.2-review";"51.7636161";"10.9835211";"0.778";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"5-450-06-wiesenteich-bei-wienrode";"5-450-06";"Wiesenteich bei Wienrode";"Harz";"review";"two-source-v6.2-review";"51.7636161";"10.9835211";"0.778";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-100-01-bruchfeldsee-wilslebener-see";"6-100-01";"Bruchfeldsee (Wilslebener See)";"Salzlandkreis";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"6-100-02-tonkuhle-badetonkuhle-in-aschersleben-a-h-k-pl-ro-s-0-30";"6-100-02";"Tonkuhle (Badetonkuhle) in Aschersleben A, H, K, Pl, Ro, S 0,30";"Salzlandkreis";"review";"two-source-v6.2-review";"51.4794414";"11.8790821";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-100-06-tonkuhle-nahry-aschersleben";"6-100-06";"Tonkuhle Nahry Aschersleben";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7519805";"11.4451652";"0.844";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-100-07-hauptseegraben-von-einmundung";"6-100-07";"Hauptseegraben von Einmündung";"Salzlandkreis";"review";"two-source-v6.2-review";"51.1982592";"11.8646502";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-100-08-heckenteich-in-gatersleben";"6-100-08";"Heckenteich in Gatersleben";"Salzlandkreis";"review";"two-source-v6.2-review";"51.8157237";"11.2912113";"0.928";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-100-10-wipper-von-letzter-brucke-klein";"6-100-10";"Wipper von letzter Brücke Klein";"Salzlandkreis";"review";"two-source-v6.2-review";"51.788608";"11.7123372";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-100-11-gondelteich-aschersleben";"6-100-11";"Gondelteich Aschersleben";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7519805";"11.4451652";"0.844";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-100-12-kiesgrube-an-der-froser-strae";"6-100-12";"Kiesgrube an der Froser Straße";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7519805";"11.4451652";"0.775";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-01-flanschenteich-bebitz";"6-110-01";"Flanschenteich Bebitz";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7204392";"11.7566212";"0.898";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-02-dammloch-beesenlaublingen";"6-110-02";"Dammloch Beesenlaublingen";"Salzlandkreis";"review";"two-source-v6.2-review";"51.71397";"11.6976714";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-03-neues-tonloch-beesenlaublingen";"6-110-03";"Neues Tonloch Beesenlaublingen";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7130818";"11.6964286";"0.919";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-04-altes-tonloch-beesenlaublingen";"6-110-04";"Altes Tonloch Beesenlaublingen";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7130818";"11.6964286";"0.919";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-05-alter-tagebau-gerlebogk";"6-110-05";"Alter Tagebau Gerlebogk";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7051851";"11.8360517";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-06-sportplatzteich-gerlebogk";"6-110-06";"Sportplatzteich Gerlebogk";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7034028";"11.8243895";"0.836";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-07-villa-teich-gerlebogk";"6-110-07";"Villa-Teich Gerlebogk";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7034028";"11.8243895";"0.836";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-10-tonloch-hanse-leau";"6-110-10";"Tonloch Hanse, Leau";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7328563";"11.7953964";"0.938";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-11-mariensee-preulitz";"6-110-11";"Mariensee Preußlitz";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7337659";"11.7992721";"0.89";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-12-saalealtarm-zwischen-plotzkau";"6-110-12";"Saalealtarm zwischen Plötzkau";"Salzlandkreis";"review";"two-source-v6.2-review";"51.753923";"11.6866785";"0.76";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-13-saalealtarm-aderstedt";"6-110-13";"Saalealtarm Aderstedt";"Salzlandkreis";"review";"two-source-v6.2-review";"52.0322635";"11.0036108";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-14-saale-von-kreisgrenze-saalekreis-bis";"6-110-14";"Saale von Kreisgrenze Saalekreis bis";"Salzlandkreis";"review";"two-source-v6.2-review";"51.6571329";"12.3058934";"0.784";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-15-groer-wiendorfer-teich";"6-110-15";"Großer Wiendorfer Teich";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7164986";"11.8183032";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-18-fuhne-vom-viadukt-bei-kleinwirschleben-a-b-bl-h-k-pl-ro-4-00-bis-mundung-in-die-saale";"6-110-18";"Fuhne vom Viadukt bei Kleinwirschleben A, B, Bl, H, K, Pl, Ro 4,00 bis Mündung in die Saale";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7483224";"11.7962226";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-19-taiga-in-grona";"6-110-19";"Taiga in Gröna";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7672127";"11.7117624";"0.842";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-20-schwefelteich-bebitz";"6-110-20";"Schwefelteich Bebitz";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7204392";"11.7566212";"0.898";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-21-tonloch-huhn-leau";"6-110-21";"Tonloch Huhn Leau";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7328563";"11.7953964";"0.938";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-22-kiesgrube-beesenlaublingen";"6-110-22";"Kiesgrube Beesenlaublingen";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7130818";"11.6964286";"0.919";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-110-24-alter-ziegeleiteich-baalberge";"6-110-24";"Alter Ziegeleiteich Baalberge";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7485332";"11.7997753";"0.785";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-111-02-feldlache-in-der-aue-bei-nienburg";"6-111-02";"Feldlache in der Aue bei Nienburg";"Salzlandkreis";"review";"two-source-v6.2-review";"51.8371558";"11.7675525";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-111-04-bode-vom-beginn-des-muhlgrabens";"6-111-04";"Bode vom Beginn des Mühlgrabens";"Salzlandkreis";"review";"two-source-v6.2-review";"51.729417";"11.8097803";"0.885";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-111-05-saalealtarm-nienburg";"6-111-05";"Saalealtarm Nienburg";"Salzlandkreis";"review";"two-source-v6.2-review";"51.8371558";"11.7675525";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-111-12-alter-schacht-pauline-neugatersleben-h-k-ro-s-4-00";"6-111-12";"Alter Schacht „Pauline“ Neugatersleben H, K, Ro, S 4,00";"Salzlandkreis";"unmapped";"";"";"";"0";"Noch keine belastbare Kartenposition vorhanden."
"6-111-13-saale-von-einmundung-der-fuhne-bis";"6-111-13";"Saale von Einmündung der Fuhne bis";"Salzlandkreis";"review";"two-source-v6.2-review";"51.6571329";"12.3058934";"0.784";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
"6-112-01-dorfteich-brundel";"6-112-01";"Dorfteich Bründel";"Salzlandkreis";"review";"two-source-v6.2-review";"51.7454839";"11.6510153";"0";"Kandidat vorhanden, aber bewusst nicht als kartiert veröffentlicht."
