"id";"lavNumber";"name";"type";"result";"anchor";"anchorRule";"distanceM";"officialName";"candidateCount";"nameScore";"gapM";"reason"
"8-460-13-groer-aca-teich-bei-reinsdorf";"8-460-13";"Großer (ACA) Teich bei Reinsdorf";"Teich";"review";"bei Reinsdorf";"suffix2";"182.7";"";"1";"0.000";"9999.0";"v11-Ortsanker 'bei Reinsdorf' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"8-460-27-kolk-in-den-krebshornwiesen";"8-460-27";"Kolk in den Krebshornwiesen";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-35-3-weinbergeiche-abtsdorf";"8-460-35";"3 Weinbergeiche Abtsdorf";"See";"review";"Abtsdorf";"suffix1";"612.0";"";"6";"0.000";"50.1";"v11-Ortsanker 'Abtsdorf' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"8-460-38-fliegraben-vom-wachsdorfer";"8-460-38";"Fließgraben vom Wachsdorfer";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"8-460-39-kolk-seegrehna";"8-460-39";"Kolk Seegrehna";"See";"review";"Seegrehna";"suffix1";"600.8";"";"2";"0.000";"318.8";"v11-Ortsanker 'Seegrehna' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"8-460-46-alter-bruckenkopf-muschelteich-pratau-b-bl-h-pl-1-24";"8-460-46";"Alter Brückenkopf (Muschelteich) Pratau B, Bl, H, Pl 1,24";"Teich";"review";"Pl 1,24";"suffix2";"259.9";"Friedhofsteich";"4";"0.000";"585.0";"v11-Ortsanker 'Pl 1,24' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"8-460-47-tonteich-bulzig";"8-460-47";"Tonteich Bülzig";"Teich";"review";"Bülzig";"suffix1";"113.5";"";"10";"0.000";"88.4";"v11-Ortsanker 'Bülzig' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"8-460-53-alte-elbe-merschwitz";"8-460-53";"Alte Elbe Merschwitz";"Fließgewässer";"review";"Elbe Merschwitz";"suffix2";"14.2";"";"11";"0.000";"207.5";"v11-Ortsanker 'Elbe Merschwitz' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"8-460-56-booser-graben-vom-booser-ri-zur-elbe";"8-460-56";"Booser Graben vom Booser Riß zur Elbe";"Fließgewässer";"review";"zur Elbe";"suffix2";"149.0";"";"21";"0.000";"31.4";"v11-Ortsanker 'zur Elbe' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"8-460-63-schwarzes-loch-1-3";"8-460-63";"Schwarzes Loch (1-3)";"See";"review";"Loch";"suffix1";"16.1";"";"7";"0.000";"645.9";"v11-Ortsanker 'Loch' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"8-460-73-zahna-von-der-strae-zahna";"8-460-73";"Zahna von der Straße Zahna-";"See";"review";"Zahna";"suffix1";"109.4";"";"2";"0.000";"307.0";"v11-Ortsanker 'Zahna' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"8-460-76-wolfskolk-seegrehna";"8-460-76";"Wolfskolk Seegrehna";"See";"review";"Seegrehna";"suffix1";"600.8";"";"2";"0.000";"318.8";"v11-Ortsanker 'Seegrehna' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"9-150-02-monchsteich-hausbergteich-bischofrode-a-k-ro-s-0-50";"9-150-02";"Mönchsteich (Hausbergteich) Bischofrode A, K, Ro, S 0,50";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-150-03-gemeindebad-neptun-helbra";"9-150-03";"Gemeindebad Neptun Helbra";"See";"review";"Helbra";"suffix1";"66.3";"";"4";"0.000";"443.7";"v11-Ortsanker 'Helbra' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"9-150-09-grube-bornstedt-neugluck";"9-150-09";"Grube Bornstedt Neuglück";"Kiesgrube";"review";"Bornstedt Neuglück";"suffix2";"185.0";"";"1";"0.000";"9999.0";"v11-Ortsanker 'Bornstedt Neuglück' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"9-150-12-kleinwasserspeicher-ziegelrode";"9-150-12";"Kleinwasserspeicher Ziegelrode";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-150-17-sudlicher-ringkanal-von";"9-150-17";"Südlicher Ringkanal von";"Fließgewässer";"review";"von";"suffix1";"315.0";"";"7";"0.000";"60.9";"v11-Ortsanker 'von' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"9-150-19-helmsdorfer-teiche";"9-150-19";"Helmsdorfer Teiche";"Teich";"review";"Teiche";"suffix1";"2.1";"Lausiger Teiche";"5";"0.333";"119.4";"v11-Ortsanker 'Teiche' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"9-150-21-groes-tonloch-wansleben";"9-150-21";"Großes Tonloch Wansleben";"See";"review";"Wansleben";"suffix1";"428.0";"";"4";"0.000";"116.8";"v11-Ortsanker 'Wansleben' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"9-150-22-nonnental-hornurg";"9-150-22";"Nonnental Hornurg";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-230-02-tonloch-bei-hettstedt";"9-230-02";"Tonloch bei Hettstedt";"See";"review";"Hettstedt";"bei";"954.2";"";"1";"0.000";"9999.0";"v11-Ortsanker 'Hettstedt' (bei) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"9-230-05-mansfelder-teich";"9-230-05";"Mansfelder Teich";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-230-07-wippertalsperre";"9-230-07";"Wippertalsperre";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-230-14-dorfteich-greifenhagen";"9-230-14";"Dorfteich Greifenhagen";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-351-02-fischteich-rothenschirmbach";"9-351-02";"Fischteich Rothenschirmbach";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-390-02-see-hackpuffel";"9-390-02";"See Hackpüffel";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-390-03-toter-arm-lange-helme-bei";"9-390-03";"Toter Arm „Lange Helme“ bei";"See";"review";"Helme bei";"suffix2";"354.2";"";"1";"0.000";"9999.0";"v11-Ortsanker 'Helme bei' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"9-390-08-schloteich-rottleberode";"9-390-08";"Schloßteich Rottleberode";"Teich";"review";"Rottleberode";"suffix1";"35.4";"Schloßteich";"2";"0.480";"431.8";"v11-Ortsanker 'Rottleberode' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"9-390-09-entfallt";"9-390-09";"entfällt";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-390-12-teich-karlsrode";"9-390-12";"Teich Karlsrode";"Teich";"review";"Karlsrode";"suffix1";"405.2";"";"2";"0.000";"207.6";"v11-Ortsanker 'Karlsrode' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"9-390-22-helme-ab-200m-unterhalb-straen";"9-390-22";"Helme ab 200m unterhalb Straßen-";"See";"review";"Straßen";"suffix1";"137.7";"Vorderer Gotthardteich";"3";"0.000";"252.4";"v11-Ortsanker 'Straßen' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"9-390-25-teich-in-beyernaumburg-othal";"9-390-25";"Teich in Beyernaumburg/Othal";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"9-390-29-alte-kiesgrube-katarienenrieth";"9-390-29";"Alte Kiesgrube Katarienenrieth";"Kiesgrube";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-210-02-kiesgrube-gansteich-zwintschona";"10-210-02";"Kiesgrube (Gänsteich) Zwintschöna";"Kiesgrube";"review";"Zwintschöna";"suffix1";"105.1";"";"8";"0.000";"370.7";"v11-Ortsanker 'Zwintschöna' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-210-08-wallendorfer-see-aktuelle";"10-210-08";"Wallendorfer See - Aktuelle";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-210-11-dorfteich-hohenthurm";"10-210-11";"Dorfteich Hohenthurm";"Teich";"review";"Hohenthurm";"suffix1";"297.4";"";"4";"0.000";"78.1";"v11-Ortsanker 'Hohenthurm' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-290-05-gr-und-kl-muhlteich-schkopau";"10-290-05";"Gr. und Kl. Mühlteich Schkopau";"Teich";"review";"Mühlteich Schkopau";"suffix2";"18.8";"Kleiner Mühlteich";"4";"0.250";"39.5";"v11-Ortsanker 'Mühlteich Schkopau' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-290-08-dorfteich-zollschen";"10-290-08";"Dorfteich Zöllschen";"Teich";"review";"Zöllschen";"suffix1";"163.6";"";"4";"0.000";"22.7";"v11-Ortsanker 'Zöllschen' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-290-13-saale-leipzig-kanal";"10-290-13";"Saale-Leipzig-Kanal";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-28-vorderer-und-hinterer-gotthardsteich";"10-290-28";"Vorderer und Hinterer Gotthardsteich";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-29-grokaynaer-see-sudteil-nsg";"10-290-29";"Großkaynaer See – Südteil NSG!";"See";"review";"NSG!";"suffix1";"763.0";"";"2";"0.000";"282.9";"v11-Ortsanker 'NSG!' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-290-36-dorfteich-oebles-schlechtewitz";"10-290-36";"Dorfteich Oebles-Schlechtewitz";"Teich";"review";"Oebles-Schlechtewitz";"suffix1";"67.8";"";"3";"0.000";"66.1";"v11-Ortsanker 'Oebles-Schlechtewitz' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-290-38-teich-1-schladebach";"10-290-38";"Teich 1 Schladebach";"Teich";"review";"Schladebach";"suffix1";"330.3";"";"11";"0.000";"247.8";"v11-Ortsanker 'Schladebach' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-290-39-teich-1-witzschkersdorf";"10-290-39";"Teich 1 Witzschkersdorf";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-47-ranitzer-see-nordteil";"10-290-47";"Raßnitzer See (Nordteil)";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-49-dorfteich-krollwitz";"10-290-49";"Dorfteich Kröllwitz";"Teich";"review";"Kröllwitz";"suffix1";"246.0";"";"5";"0.000";"276.6";"v11-Ortsanker 'Kröllwitz' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-290-52-geiseltalsee-teilflache";"10-290-52";"Geiseltalsee (Teilfläche)";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-290-54-kiessee-wallendorf-sudl-gastrasse";"10-290-54";"Kiessee Wallendorf südl. Gastrasse";"Kiesgrube";"review";"Gastrasse";"suffix1";"621.8";"";"4";"0.000";"1.8";"v11-Ortsanker 'Gastrasse' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-351-01-froschteich-farnstadt";"10-351-01";"Froschteich Farnstädt";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-351-02-hofeteich-farnstadt";"10-351-02";"Hofeteich Farnstädt";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-352-01-naturstrandbad-bei-obhausen-kopie-vom-a-bl-h-k-pl-ro-s-z-20-00-fs-und-fes-sichtbar-im-auto-auslegen";"10-352-01";"Naturstrandbad bei Obhausen Kopie vom A, Bl, H, K, Pl, Ro,S, Z 20,00 FS und FES sichtbar im Auto auslegen";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-353-03-schmoner-stausee";"10-353-03";"Schmoner Stausee";"See";"matched";"Stausee";"suffix1";"10.4";"";"1";"0.000";"9999.0";"v11-Ortsanker 'Stausee' (suffix1) mit eindeutiger amtlicher Bestätigung."
"10-370-03-steinbruch-am-gutzer-berg-bei-landsberg-a-b-h-k-pl-ro-s-3-20";"10-370-03";"Steinbruch am Gützer Berg bei Landsberg A, B, H, K, Pl, Ro, S 3,20";"See";"review";"S 3,20";"suffix2";"254.3";"Friedhofsteich";"4";"0.000";"636.8";"v11-Ortsanker 'S 3,20' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-07-ihlau-bei-wettin";"10-370-07";"Ihlau bei Wettin";"See";"review";"bei Wettin";"suffix2";"260.5";"";"3";"0.000";"276.0";"v11-Ortsanker 'bei Wettin' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-20-saalealtarm-dobis-nsg-beachten";"10-370-20";"Saalealtarm Dobis – NSG beachten-";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"10-370-21-salza-von-straenbrucke-wansleben";"10-370-21";"Salza von Straßenbrücke Wansleben/";"See";"review";"Wansleben/";"suffix1";"428.0";"";"4";"0.000";"116.8";"v11-Ortsanker 'Wansleben/' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-26-2-teiche-im-ot-hohen";"10-370-26";"2 Teiche im OT Hohen";"Teich";"review";"Hohen";"ortsteil";"284.9";"";"1";"0.000";"9999.0";"v11-Ortsanker 'Hohen' (ortsteil) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-27-saalealtarm-stollen-wettin";"10-370-27";"Saalealtarm Stollen Wettin";"Fließgewässer";"review";"Wettin";"suffix1";"152.5";"";"16";"0.000";"204.4";"v11-Ortsanker 'Wettin' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-29-westenteiche-brachstedt";"10-370-29";"Westenteiche Brachstedt";"Teich";"review";"Brachstedt";"suffix1";"353.1";"";"2";"0.000";"45.2";"v11-Ortsanker 'Brachstedt' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-30-dorfteich-nauendorf";"10-370-30";"Dorfteich Nauendorf";"Teich";"review";"Nauendorf";"suffix1";"90.4";"Dorfteich";"2";"0.474";"554.3";"v11-Ortsanker 'Nauendorf' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-31-parkteiche-ostrau";"10-370-31";"Parkteiche Ostrau";"Teich";"review";"Ostrau";"suffix1";"48.6";"";"5";"0.000";"48.7";"v11-Ortsanker 'Ostrau' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-38-dorfteich-schwerz";"10-370-38";"Dorfteich Schwerz";"Teich";"review";"Schwerz";"suffix1";"86.5";"";"1";"0.000";"9999.0";"v11-Ortsanker 'Schwerz' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-39-dorfteich-dammendorf";"10-370-39";"Dorfteich Dammendorf";"Teich";"review";"Dammendorf";"suffix1";"404.1";"";"2";"0.000";"454.1";"v11-Ortsanker 'Dammendorf' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-40-teich-im-industriegebiet-sietzsch";"10-370-40";"Teich im Industriegebiet Sietzsch";"Teich";"review";"Sietzsch";"suffix1";"180.1";"";"4";"0.000";"245.7";"v11-Ortsanker 'Sietzsch' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-48-muller-s-loch-lieskau";"10-370-48";"Müller´s Loch Lieskau";"See";"review";"Loch Lieskau";"suffix2";"15.0";"";"6";"0.000";"203.1";"v11-Ortsanker 'Loch Lieskau' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-49-goethebruch-petersberg";"10-370-49";"Goethebruch Petersberg";"See";"review";"Petersberg";"suffix1";"180.6";"Goethebruch";"1";"0.500";"9999.0";"v11-Ortsanker 'Petersberg' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-370-54-webersche-sandgrube-beidersee";"10-370-54";"Webersche Sandgrube Beidersee";"Kiesgrube";"review";"Beidersee";"suffix1";"386.0";"";"5";"0.000";"417.7";"v11-Ortsanker 'Beidersee' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"10-371-01-muhlteich-krosigk";"10-371-01";"Mühlteich Krosigk";"Teich";"review";"Krosigk";"suffix1";"225.3";"Pfarrteich";"2";"0.000";"80.1";"v11-Ortsanker 'Krosigk' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"11-240-05-klarteich-taucha";"11-240-05";"Klärteich Taucha";"Teich";"review";"Taucha";"suffix1";"326.1";"";"1";"0.000";"9999.0";"v11-Ortsanker 'Taucha' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"11-241-05-an-der-einheit-bei-grimma";"11-241-05";"An der Einheit bei Grimma";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"11-300-07-kl-saale-v-bad-kosen-b-almrich";"11-300-07";"Kl. Saale v. Bad Kösen b. Almrich";"Fließgewässer";"review";"b. Almrich";"suffix2";"3.1";"";"11";"0.000";"184.8";"v11-Ortsanker 'b. Almrich' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"11-310-06-weie-grube-altenroda";"11-310-06";"Weiße Grube Altenroda";"Kiesgrube";"matched";"Grube Altenroda";"suffix2";"18.7";"";"1";"0.000";"9999.0";"v11-Ortsanker 'Grube Altenroda' (suffix2) mit eindeutiger amtlicher Bestätigung."
"11-440-03-teich-im-rieth-schkortleben";"11-440-03";"Teich im Rieth Schkortleben";"Teich";"review";"Schkortleben";"suffix1";"189.5";"";"1";"0.000";"9999.0";"v11-Ortsanker 'Schkortleben' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"11-441-01-meuchener-teich";"11-441-01";"Meuchener Teich";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"11-443-02-alte-saale-tebnitz-nsg-beachten";"11-443-02";"Alte Saale Tebnitz – NSG beachten!";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"11-480-01-rohmsdorfer-teich";"11-480-01";"Rohmsdorfer Teich";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"11-480-04-weie-elster-im-kreisgebiet";"11-480-04";"Weiße Elster im Kreisgebiet";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"11-480-06-kaynaer-teiche";"11-480-06";"Kaynaer Teiche";"Teich";"review";"Teiche";"suffix1";"2.1";"Lausiger Teiche";"5";"0.333";"119.4";"v11-Ortsanker 'Teiche' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"11-480-07-weickelsdorfer-teich";"11-480-07";"Weickelsdorfer Teich";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"11-480-08-parkteich-hollsteitz";"11-480-08";"Parkteich Hollsteitz";"Teich";"review";"Hollsteitz";"suffix1";"340.0";"";"1";"0.000";"9999.0";"v11-Ortsanker 'Hollsteitz' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"11-480-10-inselteich-thierbach";"11-480-10";"Inselteich Thierbach";"Teich";"review";"Thierbach";"suffix1";"18.5";"Kretzschauer See";"4";"0.000";"778.6";"v11-Ortsanker 'Thierbach' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"11-480-12-alter-elsterarm-profen";"11-480-12";"Alter Elsterarm Profen";"See";"review";"Elsterarm Profen";"suffix2";"22.3";"";"2";"0.000";"609.6";"v11-Ortsanker 'Elsterarm Profen' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"11-480-14-elstermuhlgraben-elsteraue";"11-480-14";"Elstermühlgraben Elsteraue";"Fließgewässer";"review";"Elsteraue";"suffix1";"202.4";"";"15";"0.000";"57.9";"v11-Ortsanker 'Elsteraue' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"11-480-17-elstermuhlgraben";"11-480-17";"Elstermühlgraben";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"11-480-19-teich-in-altgroitzschen";"11-480-19";"Teich in Altgroitzschen";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"11-482-03-muhlgraben-gobitz-ostrau";"11-482-03";"Mühlgraben Göbitz-Ostrau";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"12-140-01-scholitzer-see-und-hintersee";"12-140-01";"Scholitzer See und Hintersee";"See";"review";"Hintersee";"suffix1";"13.0";"Scholitzer See";"9";"0.500";"96.2";"v11-Ortsanker 'Hintersee' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"12-140-02-diepold";"12-140-02";"Diepold";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"12-140-03-lorkteich-goer-lork";"12-140-03";"Lorkteich (Goßer Lork)";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"12-140-06-wallwitzsee-im-beckerbruch-sudseite-a-bl-h-k-pl-ro-z-4-00";"12-140-06";"Wallwitzsee im Beckerbruch –Südseite- A, Bl, H, K, Pl, Ro, Z 4,00";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"12-140-12-zoberbergsee-2-inkl-kleiner-see";"12-140-12";"Zoberbergsee 2 inkl. „Kleiner See“,";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"12-183-01-sollnitzer-see";"12-183-01";"Sollnitzer See";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"12-183-02-kiessandtagebaurestloch-sollnitz-1";"12-183-02";"Kiessandtagebaurestloch Sollnitz 1";"Kiesgrube";"review";"Sollnitz 1";"suffix2";"183.2";"Sollnitzsee II";"10";"0.000";"85.1";"v11-Ortsanker 'Sollnitz 1' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"12-183-03-kiessandtagebaurestloch-sollnitz-2";"12-183-03";"Kiessandtagebaurestloch Sollnitz 2";"Kiesgrube";"review";"Sollnitz 2";"suffix2";"183.2";"Sollnitzsee II";"10";"0.000";"85.1";"v11-Ortsanker 'Sollnitz 2' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"13-280-01-neustadter-see-i";"13-280-01";"Neustädter See I";"See";"review";"See I";"suffix2";"313.4";"Barleber See I";"3";"0.333";"0.0";"v11-Ortsanker 'See I' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"13-280-02-mittellandkanal-toter-arm";"13-280-02";"Mittellandkanal (Toter Arm)";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"13-280-03-rothenseer-verbindungskanal";"13-280-03";"Rothenseer Verbindungskanal";"Fließgewässer";"review";"Verbindungskanal";"suffix1";"4.0";"";"10";"0.000";"0.0";"v11-Ortsanker 'Verbindungskanal' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"13-280-04-handelshafen-magdeburg";"13-280-04";"Handelshafen Magdeburg";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"13-280-05-industriehafen-magdeburg";"13-280-05";"Industriehafen Magdeburg";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"13-280-06-fermersleber-see-salbker-see-ii";"13-280-06";"Fermersleber See (Salbker See II)";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"13-280-10-2-baggerlocher-waldseen";"13-280-10";"2 Baggerlöcher (Waldseen)";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"13-280-11-dr-gotz-teich";"13-280-11";"Dr.-Götz-Teich";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"13-280-17-barleber-see-i";"13-280-17";"Barleber See I";"See";"review";"See I";"suffix2";"313.4";"Barleber See I";"3";"1.000";"0.0";"v11-Ortsanker 'See I' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"13-280-19-zipkeleber-see";"13-280-19";"Zipkeleber See";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"13-280-20-baggerloch-an-der-sulzewiese";"13-280-20";"Baggerloch an der Sülzewiese";"See";"review";"Sülzewiese";"suffix1";"44.4";"";"4";"0.000";"477.8";"v11-Ortsanker 'Sülzewiese' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"13-280-26-frankenfelder-teich";"13-280-26";"Frankenfelder Teich";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"13-280-27-kommandantenteiche";"13-280-27";"Kommandantenteiche";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"13-280-28-schleusenkanal-ehem-doppelschleuse";"13-280-28";"Schleusenkanal ehem. Doppelschleuse";"Fließgewässer";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"13-280-31-barrosee-dreieck";"13-280-31";"Barrosee Dreieck";"See";"review";"Dreieck";"suffix1";"33.8";"Dreieck";"13";"0.438";"52.2";"v11-Ortsanker 'Dreieck' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"13-280-33-ruckhaltebecken-diesdorfer-graseweg";"13-280-33";"Rückhaltebecken Diesdorfer Graseweg";"See";"review";"Graseweg";"suffix1";"763.1";"Sophienhafen";"1";"0.000";"9999.0";"v11-Ortsanker 'Graseweg' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"13-280-34-steinfohr-randau-calenberge";"13-280-34";"Steinföhr Randau-Calenberge";"See";"review";"Randau-Calenberge";"suffix1";"449.8";"Calenberger See";"1";"0.000";"9999.0";"v11-Ortsanker 'Randau-Calenberge' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"13-280-35-der-placken-kuhlenhagen";"13-280-35";"Der Placken (Kuhlenhagen)";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
