"id";"lavNumber";"name";"district";"status";"confidence";"method";"latitude";"longitude";"locality";"candidateName";"distanceKm";"candidateAreaHa"
"4-130-14-katzenkolk-bei-schartau";"4-130-14";"Katzenkolk bei Schartau";"Jerichower Land";"review";"0.824";"locality-water-review";"52.279426";"11.7731322";"Schartau";"Katzenkolk";"1.52";""
"4-130-15-elbe-havel-kanal-km-326-67-km-344";"4-130-15";"Elbe-Havel-Kanal km 326, 67- km 344";"Jerichower Land";"review";"0.908";"locality-water-review";"52.4196991";"12.1471119";"km 344";"";"0.19";""
"4-130-17-dedens-gewasser-bei-lostau";"4-130-17";"Dedens-Gewässer bei Lostau";"Jerichower Land";"unmatched";"";"";"";"";"Lostau";"";"";""
"4-130-18-elbe-km-334-350-beidseitig";"4-130-18";"Elbe km 334-350 beidseitig";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-130-19-ehle-von-vehlitz-bis-mundung";"4-130-19";"Ehle von Vehlitz bis Mündung";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-130-20-ehle-vom-ablauf-der-fischteiche";"4-130-20";"Ehle vom Ablauf der Fischteiche";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-130-21-feldschlochenkolk-in-burg";"4-130-21";"Feldschlößchenkolk in Burg";"Jerichower Land";"review";"0.916";"locality-water-review";"52.2711281";"11.8607563";"Burg";"";"0.15";""
"4-130-22-schlogewasser-ehleteich-in-mockern";"4-130-22";"Schloßgewässer Ehleteich in Möckern";"Jerichower Land";"review";"0.883";"locality-water-review";"52.1374967";"11.9534295";"Möckern";"";"0.35";""
"4-130-23-gerwischer-baggersee-ii-teilflache";"4-130-23";"Gerwischer Baggersee II (Teilfläche)";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-130-24-niegripper-verbindungskanal";"4-130-24";"Niegripper Verbindungskanal";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-130-27-dunker-see-burg";"4-130-27";"Dunker-See Burg";"Jerichower Land";"review";"0.916";"locality-water-review";"52.2711281";"11.8607563";"Burg";"";"0.15";""
"4-130-28-gerwischer-baggersee-i";"4-130-28";"Gerwischer Baggersee I";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-130-29-altes-baggerloch-lostau";"4-130-29";"Altes Baggerloch Lostau";"Jerichower Land";"unmatched";"";"";"";"";"Baggerloch Lostau";"";"";""
"4-130-30-kathe-kolk-menz";"4-130-30";"Käthe-Kolk Menz";"Jerichower Land";"review";"0.899";"locality-water-review";"52.1176237";"11.7665146";"Menz";"";"0.25";""
"4-130-31-alte-elbe-bei-niegripp";"4-130-31";"Alte Elbe bei Niegripp";"Jerichower Land";"unmatched";"";"";"";"";"Niegripp";"";"";""
"4-130-32-niegripper-altkanal-teilflache";"4-130-32";"Niegripper Altkanal (Teilfläche)";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-130-33-gr-gehrenscher-see";"4-130-33";"Gr. Gehrenscher See";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-130-34-flickschuhteich-burg";"4-130-34";"Flickschuhteich Burg";"Jerichower Land";"review";"0.916";"locality-water-review";"52.2711281";"11.8607563";"Burg";"";"0.15";""
"4-130-36-mittellandkanal-km-322-82-km-324-46-a-bl-k-pl-z-5-31-nordufer";"4-130-36";"Mittellandkanal km 322,82 - km 324,46 A, Bl, K, Pl, Z 5,31 Nordufer";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-170-01-lehmkuhlengraben-bei-parchen";"4-170-01";"Lehmkuhlengraben bei Parchen";"Jerichower Land";"review";"0.85";"locality-water-review";"52.3567771";"12.0650882";"Parchen";"Lehmkuhlengraben";"1.23";""
"4-170-03-zernau-see-bei-mutzel";"4-170-03";"Zernau-See bei Mützel";"Jerichower Land";"review";"0.737";"locality-water-review";"52.3901605";"12.140709";"Mützel";"";"2.65";""
"4-170-04-muhlengraben-bei-mutzel";"4-170-04";"Mühlengraben bei Mützel";"Jerichower Land";"unmatched";"";"";"";"";"Mützel";"";"";""
"4-170-06-kiesgrube-brettiner-chaussee-ein";"4-170-06";"Kiesgrube Brettiner Chaussee Ein-";"Jerichower Land";"review";"0.905";"locality-water-review";"52.1700956";"11.6109462";"Ein-";"";"0.21";""
"4-170-08-altenplatower-altkanal";"4-170-08";"Altenplatower-Altkanal";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-170-09-rodorfer-altkanal-km-0-0-bis";"4-170-09";"Roßdorfer Altkanal km 0, 0 bis";"Jerichower Land";"review";"0.868";"locality-water-review";"52.4196991";"12.1471119";"0 bis";"";"0.44";""
"4-170-10-kiesgrube-zabakuck";"4-170-10";"Kiesgrube Zabakuck";"Jerichower Land";"unmatched";"";"";"";"";"Zabakuck";"";"";""
"4-170-11-tucheim-parchener-bach-vom-ringels";"4-170-11";"Tucheim-Parchener-Bach vom Ringels-";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-170-12-torschiffahrtskanal-vom-wehr-mutzel-bis-a-b-bl-h-pl-qu-3-00-zur-mundung-in-den-fiener-haupvorfluter";"4-170-12";"Torschiffahrtskanal vom Wehr Mützel bis A, B, Bl, H, Pl, Qu 3,00 zur Mündung in den Fiener Haupvorfluter";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-170-13-fiener-hauptvorfluter-vom-wehr";"4-170-13";"Fiener Hauptvorfluter vom Wehr";"Jerichower Land";"review";"0.833";"locality-water-review";"52.3884409";"11.9684783";"Wehr";"";"0.65";""
"4-170-14-hauptstremme-vom-rodorfer-altkanal-a-b-bl-h-pl-s-8-00-bis-zur-einmundung-des-galmer-grabens";"4-170-14";"Hauptstremme vom Roßdorfer Altkanal A, B, Bl, H, Pl, S 8,00 bis zur Einmündung des Galmer Grabens";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-170-15-schlagenthiner-stremme-vom-rodorfer-a-b-bl-h-pl-s-7-00-altkanal-bis-zur-hauptstremme";"4-170-15";"Schlagenthiner Stremme vom Roßdorfer A, B, Bl, H, Pl, S 7,00 Altkanal bis zur Hauptstremme";"Jerichower Land";"review";"0.835";"locality-water-review";"52.4822552";"12.2398619";"Hauptstremme";"";"0.64";""
"4-170-16-elbe-havel-kanal-von-km-360-bis-364-5-a-b-bl-h-k-71-92-brucke-b1-ortsausgang-genthin-und";"4-170-16";"Elbe-Havel-Kanal von km 360 bis 364, 5 A, B, Bl, H, K, 71,92 (Brücke B1 Ortsausgang Genthin) und";"Jerichower Land";"review";"0.904";"locality-water-review";"52.4087394";"12.139385";"Genthin) und";"";"0.22";""
"4-170-17-2-teiche-im-parchener-park";"4-170-17";"2 Teiche im Parchener Park";"Jerichower Land";"review";"0.881";"locality-water-review";"52.4096458";"12.1525042";"Park";"";"0.36";""
"4-171-01-kiesgrube-netzband-bei-derben";"4-171-01";"Kiesgrube Netzband bei Derben";"Jerichower Land";"unmatched";"";"";"";"";"Derben";"";"";""
"4-171-02-kiesschacht-wenzlau-bei-derben";"4-171-02";"Kiesschacht Wenzlau bei Derben";"Jerichower Land";"review";"0.837";"locality-water-review";"52.4096612";"11.9955837";"Derben";"";"0.63";""
"4-171-03-muhlenlanke-herrenseegraben-bei-parey-a-b-bl-gu-h-pl-ro-1-00";"4-171-03";"Mühlenlanke-Herrenseegraben bei Parey A, B, Bl, Gü, H, Pl, Ro 1,00";"Jerichower Land";"unmatched";"";"";"";"";"Parey A";"";"";""
"4-171-04-kiesgrube-an-der-mts-in-parey";"4-171-04";"Kiesgrube an der MTS in Parey";"Jerichower Land";"review";"0.898";"locality-water-review";"52.3773864";"11.9850074";"Parey";"";"0.26";""
"4-171-05-alte-elbe-mit-tunnel-und";"4-171-05";"Alte Elbe mit Tunnel und";"Jerichower Land";"unmatched";"";"";"";"";"Parey";"";"";""
"4-171-07-badeteich-bei-gusen";"4-171-07";"Badeteich bei Güsen";"Jerichower Land";"review";"0.893";"locality-water-review";"52.3473585";"11.9715853";"Güsen";"Badeteich Güsen";"0.75";""
"4-171-08-feuerloschteich-bei-ferchland";"4-171-08";"Feuerlöschteich bei Ferchland";"Jerichower Land";"unmatched";"";"";"";"";"Ferchland";"";"";""
"4-171-09-kiesloch-born-bei-derben";"4-171-09";"Kiesloch Born bei Derben";"Jerichower Land";"review";"0.837";"locality-water-review";"52.4096612";"11.9955837";"Derben";"";"0.63";""
"4-171-10-wulsch-kieslocher-bei-derben";"4-171-10";"Wulsch Kieslöcher bei Derben";"Jerichower Land";"review";"0.837";"locality-water-review";"52.4096612";"11.9955837";"Derben";"";"0.63";""
"4-171-11-alte-und-neue-kieslocher-bei-derben";"4-171-11";"Alte und Neue Kieslöcher bei Derben";"Jerichower Land";"review";"0.837";"locality-water-review";"52.4096612";"11.9955837";"Derben";"";"0.63";""
"4-171-12-baggerelbe-bei-derben";"4-171-12";"Baggerelbe bei Derben";"Jerichower Land";"unmatched";"";"";"";"";"Derben";"";"";""
"4-171-13-kieslocher-derben";"4-171-13";"Kieslöcher Derben";"Jerichower Land";"review";"0.837";"locality-water-review";"52.4096612";"11.9955837";"Derben";"";"0.63";""
"4-171-14-stromelbe-von-km-372-4";"4-171-14";"Stromelbe von km 372,4";"Jerichower Land";"review";"0.883";"locality-water-review";"51.74643";"11.0094452";"km 372,4";"";"0.35";""
"4-171-15-pareyer-verbindungskanal";"4-171-15";"Pareyer Verbindungskanal";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-171-16-zerbener-altarm-am";"4-171-16";"Zerbener Altarm am";"Jerichower Land";"review";"0.906";"locality-water-review";"51.7589429";"13.0912271";"Altarm am";"";"0.21";""
"4-171-18-waldmuhlenlanke-bei-parey";"4-171-18";"Waldmühlenlanke bei Parey";"Jerichower Land";"review";"0.898";"locality-water-review";"52.3773864";"11.9850074";"Parey";"";"0.26";""
"4-171-21-erdegraben-bei-parey";"4-171-21";"Erdegraben bei Parey";"Jerichower Land";"review";"0.87";"locality-water-review";"52.3818511";"11.9911974";"Parey";"";"0.43";""
"4-171-23-badingslanke-bei-zerben";"4-171-23";"Badingslanke bei Zerben";"Jerichower Land";"unmatched";"";"";"";"";"Zerben";"";"";""
"4-171-24-lemmerweide-bei-derben";"4-171-24";"Lemmerweide bei Derben";"Jerichower Land";"review";"0.837";"locality-water-review";"52.4096612";"11.9955837";"Derben";"";"0.63";""
"4-171-25-groes-wasserloch-parey-kuhn-s-loch";"4-171-25";"Großes Wasserloch Parey (Kühn´s Loch)";"Jerichower Land";"review";"0.945";"locality-water-review";"52.3894247";"11.984425";"Loch)";"Kühns Loch";"0.17";""
"4-171-26-elbe-havel-kanal-von-km-344-bis-km-353";"4-171-26";"Elbe-Havel-Kanal von km 344 bis km 353";"Jerichower Land";"review";"0.868";"locality-water-review";"52.4196991";"12.1471119";"km 353";"";"0.44";""
"4-172-01-elbe-havel-kanal-von-km-364-5";"4-172-01";"Elbe-Havel-Kanal von km 364,5";"Jerichower Land";"review";"0.848";"locality-water-review";"53.6879895";"9.1814549";"364,5";"";"0.56";""
"4-172-03-rodorfer-altkanal-von";"4-172-03";"Roßdorfer Altkanal von";"Jerichower Land";"unmatched";"";"";"";"";"von";"";"";""
"4-173-01-bergzower-altkanal-vom-abzweig";"4-173-01";"Bergzower Altkanal vom Abzweig";"Jerichower Land";"unmatched";"";"";"";"";"Abzweig";"";"";""
"4-173-02-elbe-havel-kanal-von-km-353-km-360";"4-173-02";"Elbe-Havel-Kanal von km 353 - km 360";"Jerichower Land";"review";"0.785";"locality-water-review";"52.4967467";"12.0194681";"360";"";"2.02";""
"4-280-01-umflutehle-von-einmundung-der";"4-280-01";"Umflutehle von Einmündung der";"Jerichower Land";"unmatched";"";"";"";"";"die Elbe";"";"";""
"4-490-02-ziegeleiteich-1-und-2-bei-leitzkau";"4-490-02";"Ziegeleiteich 1 und 2 bei Leitzkau";"Jerichower Land";"unmatched";"";"";"";"";"Leitzkau";"";"";""
"4-490-03-schloteich-und-2-nebenteiche-in";"4-490-03";"Schloßteich und 2 Nebenteiche in";"Jerichower Land";"review";"0.885";"locality-water-review";"52.2638312";"11.8326902";"in";"";"0.34";""
"4-490-04-dornburger-see";"4-490-04";"Dornburger See";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-490-07-dorfteich-in-ladeburg";"4-490-07";"Dorfteich in Ladeburg";"Jerichower Land";"review";"0.875";"locality-water-review";"52.0802341";"11.9351159";"Ladeburg";"";"0.39";""
"4-491-01-prodeler-see-2-teiche";"4-491-01";"Prödeler See - 2 Teiche";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-491-03-lubser-see";"4-491-03";"Lübser See";"Jerichower Land";"unmatched";"";"";"";"";"";"";"";""
"4-492-01-pappelteich-bei-hobeck";"4-492-01";"Pappelteich bei Hobeck";"Jerichower Land";"unmatched";"";"";"";"";"Hobeck";"";"";""
"4-492-02-groer-teich-bei-dalchau";"4-492-02";"Großer Teich bei Dalchau";"Jerichower Land";"unmatched";"";"";"";"";"Dalchau";"";"";""
"4-492-03-kleiner-teich-bei-dalchau";"4-492-03";"Kleiner Teich bei Dalchau";"Jerichower Land";"review";"0.924";"locality-water-review";"52.1124461";"11.9896018";"Dalchau";"";"0.1";""
"4-492-04-teich-in-gobel";"4-492-04";"Teich in Göbel";"Jerichower Land";"review";"0.918";"locality-water-review";"52.0753173";"12.0140574";"Göbel";"";"0.13";""
"4-492-05-kiesgrube-loburg";"4-492-05";"Kiesgrube Loburg";"Jerichower Land";"unmatched";"";"";"";"";"Loburg";"";"";""
"4-492-06-rosianer-stau";"4-492-06";"Rosianer Stau";"Jerichower Land";"review";"0.892";"locality-water-review";"52.6075216";"11.4869597";"Stau";"";"0.29";""
"5-100-02-ellernteich-in-reinstedt";"5-100-02";"Ellernteich in Reinstedt";"Harz";"unmatched";"";"";"";"";"Reinstedt";"";"";""
"5-101-01-kiesgrube-zwischen-aschersleben";"5-101-01";"Kiesgrube zwischen Aschersleben";"Harz";"review";"0.732";"locality-water-review";"51.8200904";"11.1442594";"Aschersleben";"";"2.71";""
"5-101-02-pappelteich-ermsleben";"5-101-02";"Pappelteich Ermsleben";"Harz";"unmatched";"";"";"";"";"Ermsleben";"";"";""
"5-101-03-burgteich-ermsleben";"5-101-03";"Burgteich Ermsleben";"Harz";"unmatched";"";"";"";"";"Ermsleben";"";"";""
"5-190-02-parkteich-mahndorf";"5-190-02";"Parkteich Mahndorf";"Harz";"unmatched";"";"";"";"";"Mahndorf";"";"";""
"5-190-03-bode-vom-einlauf-des-goldbaches";"5-190-03";"Bode vom Einlauf des Goldbaches";"Harz";"unmatched";"";"";"";"";"";"";"";""
"5-190-04-halberstadter-see-1-badesee";"5-190-04";"Halberstädter See 1 (Badesee)";"Harz";"unmatched";"";"";"";"";"";"";"";""
"5-190-06-groer-graben-vom-zusammenfluss";"5-190-06";"Großer Graben vom Zusammenfluss";"Harz";"unmatched";"";"";"";"";"";"";"";""
"5-190-08-halberstadter-see-ii";"5-190-08";"Halberstädter See II";"Harz";"review";"0.769";"locality-water-review";"51.6575633";"11.1495517";"II";"";"1.04";""
"5-191-01-fischteich-osterwieck";"5-191-01";"Fischteich Osterwieck";"Harz";"review";"0.821";"locality-water-review";"51.9646992";"10.7055165";"Osterwieck";"";"0.73";""
"5-191-02-muhlenteich-deersheim";"5-191-02";"Mühlenteich Deersheim";"Harz";"unmatched";"";"";"";"";"Deersheim";"";"";""
"5-191-03-turmteich-eilenstedt";"5-191-03";"Turmteich Eilenstedt";"Harz";"review";"0.76";"locality-water-review";"51.9851521";"11.0418283";"Eilenstedt";"";"1.1";""
"5-191-04-steinbachteich-deersheim";"5-191-04";"Steinbachteich Deersheim";"Harz";"review";"0.897";"locality-water-review";"51.9809516";"10.78052";"Deersheim";"";"0.26";""
"5-230-01-untere-schwenneckestau-bei-pansfelde-a-k-pl-ro-s-0-50";"5-230-01";"Untere Schwenneckestau bei Pansfelde A, K, Pl, Ro, S 0,50";"Harz";"review";"0.921";"locality-water-review";"51.6575356";"11.2779405";"Pansfelde A";"";"0.11";""
"5-230-03-oberer-teich-pansfelde";"5-230-03";"Oberer Teich Pansfelde";"Harz";"review";"0.921";"locality-water-review";"51.6575356";"11.2779405";"Pansfelde";"";"0.11";""
"5-230-04-unterer-teich-pansfelde";"5-230-04";"Unterer Teich Pansfelde";"Harz";"review";"0.921";"locality-water-review";"51.6575356";"11.2779405";"Pansfelde";"";"0.11";""
"5-340-01-erichsburger-teich-bei-friedrichsbrunn";"5-340-01";"Erichsburger Teich bei Friedrichsbrunn";"Harz";"review";"0.901";"locality-water-review";"51.6969464";"11.0261575";"Friedrichsbrunn";"";"0.23";""
"5-340-02-bergrat-muller-teich-bei-gernrode";"5-340-02";"Bergrat-Müller Teich bei Gernrode";"Harz";"review";"0.894";"locality-water-review";"51.7255993";"11.1418533";"Gernrode";"";"0.28";""
"5-340-03-neuer-teich-bei-gernrode";"5-340-03";"Neuer Teich bei Gernrode";"Harz";"review";"0.894";"locality-water-review";"51.7255993";"11.1418533";"Gernrode";"";"0.28";""
"5-340-05-kunstteich-in-ballenstedt";"5-340-05";"Kunstteich in Ballenstedt";"Harz";"unmatched";"";"";"";"";"Ballenstedt";"";"";""
"5-340-06-hauptseegraben-von-kreisgrenze";"5-340-06";"Hauptseegraben von Kreisgrenze";"Harz";"review";"0.793";"locality-water-review";"51.686505";"11.2910271";"die Selke";"";"0.9";""
"5-340-07-groer-dachsteich-bei-ballenstedt";"5-340-07";"Großer Dachsteich bei Ballenstedt";"Harz";"unmatched";"";"";"";"";"Ballenstedt";"";"";""
"5-340-08-kiesgrube-bei-dittfurt";"5-340-08";"Kiesgrube bei Dittfurt";"Harz";"unmatched";"";"";"";"";"";"";"";""
"5-340-09-bode-vom-einlauf-des-quarmbaches";"5-340-09";"Bode vom Einlauf des Quarmbaches";"Harz";"unmatched";"";"";"";"";"";"";"";""
"5-340-10-groer-siebersteinsteich-bei-ballenstedt-a-b-bl-h-k-4-20-pl-ro-s";"5-340-10";"Großer Siebersteinsteich bei Ballenstedt A, B, Bl, H, K, 4,20 Pl, Ro, S";"Harz";"unmatched";"";"";"";"";"Ballenstedt A";"";"";""
"5-340-11-kleiner-siebersteinsteich-bei-ballenstedt-b-h-k-pl-s-z-1-80";"5-340-11";"Kleiner Siebersteinsteich bei Ballenstedt B, H, K, Pl, S, Z 1,80";"Harz";"review";"0.852";"locality-water-review";"51.7176889";"11.229058";"Ballenstedt B";"";"0.54";""
"5-340-12-gondelteich-in-friedrichsbrunn";"5-340-12";"Gondelteich in Friedrichsbrunn";"Harz";"review";"0.901";"locality-water-review";"51.6969464";"11.0261575";"Friedrichsbrunn";"";"0.23";""
"5-340-13-selke-von-kreisgrenze";"5-340-13";"Selke von Kreisgrenze";"Harz";"review";"0.843";"locality-water-review";"52.0409719";"11.2349334";"die Bode";"";"0.59";""
"5-340-14-gondelteich-thale";"5-340-14";"Gondelteich Thale";"Harz";"review";"0.796";"locality-water-review";"51.7554484";"11.0496748";"Thale";"";"0.88";""
"5-340-15-glockenteich-ballenstedt";"5-340-15";"Glockenteich Ballenstedt";"Harz";"review";"0.852";"locality-water-review";"51.7176889";"11.229058";"Ballenstedt";"";"0.54";""
"5-340-16-flottenteich-weddersleben";"5-340-16";"Flottenteich Weddersleben";"Harz";"review";"0.851";"locality-water-review";"51.7741237";"11.0705289";"Weddersleben";"";"1.16";""
"5-340-17-kiessandtagebau-ditfurt-i";"5-340-17";"Kiessandtagebau Ditfurt I";"Harz";"unmatched";"";"";"";"";"Ditfurt I";"";"";""
"5-340-18-kiessandtagebau-ditfurt-ii";"5-340-18";"Kiessandtagebau Ditfurt II";"Harz";"review";"0.845";"locality-water-review";"51.8371656";"11.2039636";"Ditfurt II";"";"0.58";""
"5-340-19-petersstichel-thale";"5-340-19";"Petersstichel Thale";"Harz";"review";"0.796";"locality-water-review";"51.7554484";"11.0496748";"Thale";"";"0.88";""
"5-340-20-muhlgraben-thale-0-25";"5-340-20";"Mühlgraben Thale 0,25";"Harz";"review";"0.752";"locality-water-review";"51.4708382";"11.8860993";"0,25";"";"1.15";""
"5-340-21-dorfteich-opperode";"5-340-21";"Dorfteich Opperode";"Harz";"review";"0.789";"locality-water-review";"51.7132612";"11.2423744";"Opperode";"";"0.92";""
"5-340-22-schloteich-ballenstedt";"5-340-22";"Schloßteich Ballenstedt";"Harz";"review";"0.852";"locality-water-review";"51.7176889";"11.229058";"Ballenstedt";"";"0.54";""
"5-450-01-luttgenbornecke-bei-bornecke";"5-450-01";"Lüttgenbörnecke bei Börnecke";"Harz";"unmatched";"";"";"";"";"Börnecke";"";"";""
"5-450-02-groer-schachtteich-bei-wienrode";"5-450-02";"Großer Schachtteich bei Wienrode";"Harz";"review";"0.778";"locality-water-review";"51.7636161";"10.9835211";"Wienrode";"";"0.98";""
"5-450-03-brockenstedter-muhle";"5-450-03";"Brockenstedter Mühle";"Harz";"review";"0.86";"locality-water-review";"51.8379782";"10.9616178";"Brockenstedter Mühle";"";"0.49";""
"5-450-04-mulmker-parkteiche";"5-450-04";"Mulmker Parkteiche";"Harz";"unmatched";"";"";"";"";"";"";"";""
"5-450-05-kleiner-schachtteich-bei-wienrode-a-b-h-k-pl-s-z-0-47";"5-450-05";"Kleiner Schachtteich bei Wienrode A, B, H, K, Pl, S, Z 0,47";"Harz";"review";"0.778";"locality-water-review";"51.7636161";"10.9835211";"Wienrode A";"";"0.98";""
"5-450-06-wiesenteich-bei-wienrode";"5-450-06";"Wiesenteich bei Wienrode";"Harz";"review";"0.778";"locality-water-review";"51.7636161";"10.9835211";"Wienrode";"";"0.98";""
"6-100-01-bruchfeldsee-wilslebener-see";"6-100-01";"Bruchfeldsee (Wilslebener See)";"Salzlandkreis";"unmatched";"";"";"";"";"Aschersleben";"";"";""
"6-100-02-tonkuhle-badetonkuhle-in-aschersleben-a-h-k-pl-ro-s-0-30";"6-100-02";"Tonkuhle (Badetonkuhle) in Aschersleben A, H, K, Pl, Ro, S 0,30";"Salzlandkreis";"unmatched";"";"";"";"";"Aschersleben A";"";"";""
"6-100-04-birkenweiher-gatersleben";"6-100-04";"Birkenweiher Gatersleben";"Salzlandkreis";"unmatched";"";"";"";"";"Birkenweiher Gatersleben";"";"";""
"6-100-06-tonkuhle-nahry-aschersleben";"6-100-06";"Tonkuhle Nahry Aschersleben";"Salzlandkreis";"review";"0.844";"locality-water-review";"51.7519805";"11.4451652";"Aschersleben";"";"1.25";""
"6-100-07-hauptseegraben-von-einmundung";"6-100-07";"Hauptseegraben von Einmündung";"Salzlandkreis";"unmatched";"";"";"";"";"";"";"";""
"6-100-08-heckenteich-in-gatersleben";"6-100-08";"Heckenteich in Gatersleben";"Salzlandkreis";"review";"0.928";"locality-water-review";"51.8157237";"11.2912113";"Gatersleben";"";"0.07";""
"6-100-10-wipper-von-letzter-brucke-klein";"6-100-10";"Wipper von letzter Brücke Klein";"Salzlandkreis";"unmatched";"";"";"";"";"Brücke Klein";"";"";""
"6-100-11-gondelteich-aschersleben";"6-100-11";"Gondelteich Aschersleben";"Salzlandkreis";"review";"0.844";"locality-water-review";"51.7519805";"11.4451652";"Aschersleben";"";"1.25";""
"6-100-12-kiesgrube-an-der-froser-strae";"6-100-12";"Kiesgrube an der Froser Straße";"Salzlandkreis";"review";"0.775";"locality-water-review";"51.7519805";"11.4451652";"Froser Straße";"";"1.01";""
"6-110-01-flanschenteich-bebitz";"6-110-01";"Flanschenteich Bebitz";"Salzlandkreis";"review";"0.898";"locality-water-review";"51.7204392";"11.7566212";"Bebitz";"";"0.26";""
"6-110-02-dammloch-beesenlaublingen";"6-110-02";"Dammloch Beesenlaublingen";"Salzlandkreis";"unmatched";"";"";"";"";"Dammloch Beesenlaublingen";"";"";""
"6-110-03-neues-tonloch-beesenlaublingen";"6-110-03";"Neues Tonloch Beesenlaublingen";"Salzlandkreis";"review";"0.919";"locality-water-review";"51.7130818";"11.6964286";"Beesenlaublingen";"";"0.13";""
"6-110-04-altes-tonloch-beesenlaublingen";"6-110-04";"Altes Tonloch Beesenlaublingen";"Salzlandkreis";"review";"0.919";"locality-water-review";"51.7130818";"11.6964286";"Beesenlaublingen";"";"0.13";""
"6-110-05-alter-tagebau-gerlebogk";"6-110-05";"Alter Tagebau Gerlebogk";"Salzlandkreis";"unmatched";"";"";"";"";"Gerlebogk";"";"";""
"6-110-06-sportplatzteich-gerlebogk";"6-110-06";"Sportplatzteich Gerlebogk";"Salzlandkreis";"review";"0.836";"locality-water-review";"51.7034028";"11.8243895";"Gerlebogk";"";"0.63";""
"6-110-07-villa-teich-gerlebogk";"6-110-07";"Villa-Teich Gerlebogk";"Salzlandkreis";"review";"0.836";"locality-water-review";"51.7034028";"11.8243895";"Gerlebogk";"";"0.63";""
"6-110-10-tonloch-hanse-leau";"6-110-10";"Tonloch Hanse, Leau";"Salzlandkreis";"review";"0.938";"locality-water-review";"51.7328563";"11.7953964";"Leau";"";"0.01";""
"6-110-11-mariensee-preulitz";"6-110-11";"Mariensee Preußlitz";"Salzlandkreis";"review";"0.89";"locality-water-review";"51.7337659";"11.7992721";"Preußlitz";"";"0.3";""
"6-110-12-saalealtarm-zwischen-plotzkau";"6-110-12";"Saalealtarm zwischen Plötzkau";"Salzlandkreis";"review";"0.76";"locality-water-review";"51.753923";"11.6866785";"Plötzkau";"";"1.1";""
"6-110-13-saalealtarm-aderstedt";"6-110-13";"Saalealtarm Aderstedt";"Salzlandkreis";"unmatched";"";"";"";"";"Aderstedt";"";"";""
"6-110-14-saale-von-kreisgrenze-saalekreis-bis";"6-110-14";"Saale von Kreisgrenze Saalekreis bis";"Salzlandkreis";"review";"0.784";"locality-water-review";"51.6571329";"12.3058934";"bis";"";"0.95";""
"6-110-15-groer-wiendorfer-teich";"6-110-15";"Großer Wiendorfer Teich";"Salzlandkreis";"unmatched";"";"";"";"";"";"";"";""
"6-110-16-kringel-alsleben";"6-110-16";"Kringel Alsleben";"Salzlandkreis";"review";"0.83";"locality-water-review";"51.6927408";"11.6933563";"Kringel Alsleben";"";"0.67";""
"6-110-17-saalealtarm-gnolbzig";"6-110-17";"Saalealtarm Gnölbzig";"Salzlandkreis";"review";"0.912";"locality-water-review";"51.6727008";"11.7234583";"Gnölbzig";"";"0.17";""
"6-110-18-fuhne-vom-viadukt-bei-kleinwirschleben-a-b-bl-h-k-pl-ro-4-00-bis-mundung-in-die-saale";"6-110-18";"Fuhne vom Viadukt bei Kleinwirschleben A, B, Bl, H, K, Pl, Ro 4,00 bis Mündung in die Saale";"Salzlandkreis";"unmatched";"";"";"";"";"Kleinwirschleben A";"";"";""
"6-110-20-schwefelteich-bebitz";"6-110-20";"Schwefelteich Bebitz";"Salzlandkreis";"review";"0.898";"locality-water-review";"51.7204392";"11.7566212";"Bebitz";"";"0.26";""
"6-110-21-tonloch-huhn-leau";"6-110-21";"Tonloch Huhn Leau";"Salzlandkreis";"review";"0.938";"locality-water-review";"51.7328563";"11.7953964";"Leau";"";"0.01";""
"6-110-22-kiesgrube-beesenlaublingen";"6-110-22";"Kiesgrube Beesenlaublingen";"Salzlandkreis";"review";"0.919";"locality-water-review";"51.7130818";"11.6964286";"Beesenlaublingen";"";"0.13";""
"6-110-23-die-strenge-bei-aderstedt";"6-110-23";"Die Strenge bei Aderstedt";"Salzlandkreis";"review";"0.828";"locality-water-review";"51.7791234";"11.6982272";"Aderstedt";"Strenge";"1.47";""
"6-110-24-alter-ziegeleiteich-baalberge";"6-110-24";"Alter Ziegeleiteich Baalberge";"Salzlandkreis";"review";"0.785";"locality-water-review";"51.7485332";"11.7997753";"Baalberge";"";"0.95";""
